web-scraper-order,web-scraper-start-url,links,links-href,Name,Experience,Location,Languages,Practice_Areas,Courts,Pages,Pages-href,Profile_Pic-src
1695384227-228,https://lawrato.com/lawyers/pune?&page=,Advocate Vaibhav Kasture,https://lawrato.com/advocate-vaibhav-kasture,Advocate Vaibhav Kasture,22 years,"Shivajinagar, Pune","English, Hindi, Marathi","Bankruptcy / Insolvency, Breach of Contract, Cheque Bounce, Corporate, Court Marriage, Divorce, Domestic Violence, Family, Labour & Service, Media and Entertainment, NCLT, Property, RERA, Succession Certificate, Wills / Trusts",,1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-vaibhav-kasture.webp
1695384231-229,https://lawrato.com/lawyers/pune?&page=,Advocate Unmesh Gopal Dindore,https://lawrato.com/advocate-unmesh-gopal-dindore,Advocate Unmesh Gopal Dindore,15 years,"15th August Chowk, Pune","English, Gujarati, Hindi, Marathi, Sanskrit","Arbitration, Banking / Finance, Bankruptcy / Insolvency, Cheque Bounce, Consumer Court, Corporate, Divorce, Property, Recovery, Wills / Trusts",,1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-unmesh-gopal-dindore.webp
1695384235-230,https://lawrato.com/lawyers/pune?&page=,Advocate Sudhanva P RajeNimbalkar,https://lawrato.com/advocate-sudhanva-p-rajenimbalkar,Advocate Sudhanva P RajeNimbalkar,35 years,"Sadashiv Peth, Pune","English, Hindi, Marathi","Arbitration, Cheque Bounce, Civil, Consumer Court, Divorce, Documentation, High Court, Property, Succession Certificate, Wills / Trusts","Bombay High Court,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/advocate-sudhanva-p-rajenimbalkar.jpg
1695384239-237,https://lawrato.com/lawyers/pune?&page=,Advocate Vijay Shreebhagwan Agarwal,https://lawrato.com/advocate-vijay-shreebhagwan-agarwal,Advocate Vijay Shreebhagwan Agarwal,8 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Consumer Court, Criminal, Divorce, Domestic Violence, Family, Medical Negligence, Motor Accident, Succession Certificate","Consumer District Forum, Pune,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-vijay-shreebhagwan-agarwal.webp
1695384243-244,https://lawrato.com/lawyers/pune?&page=,Advocate Juhi Qureshi,https://lawrato.com/advocate-juhi-qureshi,Advocate Juhi Qureshi,8 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Muslim Law, Wills / Trusts","Bombay High Court,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-juhi-qureshi.webp
1695384247-247,https://lawrato.com/lawyers/pune?&page=,Advocate Navid Rashid Mulani,https://lawrato.com/advocate-navid-rashid-mulani,Advocate Navid Rashid Mulani,3 years,"Camp, Pune","English, Hindi, Marathi, Urdu","Anticipatory Bail, Child Custody, Consumer Court, Criminal, Divorce, Domestic Violence, High Court, Muslim Law, Succession Certificate, Wills / Trusts","Arbitral Tribunal,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/advocate-navid-rashid-mulani.jpg
1695384253-255,https://lawrato.com/lawyers/pune?&page=,Advocate Shweta Pandey,https://lawrato.com/advocate-shweta-pandey,Advocate Shweta Pandey,3 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Arbitration, Cheque Bounce, Child Custody, Civil, Criminal, Divorce, Domestic Violence, Family, Recovery","Bombay High Court,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-shweta-pandey.webp
1695384256-265,https://lawrato.com/lawyers/pune?&page=,Advocate Pralhad Vishwanath Kachare,https://lawrato.com/advocate-pralhad-vishwanath-kachare,Advocate Pralhad Vishwanath Kachare,1 years,"Karve Nagar, Pune","English, Hindi, Marathi",Landlord/Tenant,"Bombay High Court,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-pralhad-vishwanath-kachare.webp
1695384261-270,https://lawrato.com/lawyers/pune?&page=,Advocate Shweta Joshi,https://lawrato.com/advocate-shweta-joshi,Advocate Shweta Joshi,10 years,"Dhayari, Pune","English, Hindi, Marathi","Breach of Contract, Child Custody, Civil, Consumer Court, Corporate, Divorce, Domestic Violence, Landlord/Tenant, Property, Recovery","Consumer District Forum, Pune,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-shweta-joshi.webp
1695384266-275,https://lawrato.com/lawyers/pune?&page=,Advocate Monica Shroff,https://lawrato.com/advocate-monica-shroff,Advocate Monica Shroff,7 years,"Pimpri, Pune","English, Hindi, Marathi, Sindhi","Cheque Bounce, Child Custody, Civil, Court Marriage, Divorce, Documentation, Domestic Violence, Family, High Court, Property, Recovery, Wills / Trusts","Bombay High Court,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-monica-shroff.webp
1695384269-285,https://lawrato.com/lawyers/pune?&page=,Advocate Minakshi Bapu Ovhal Dakhane,https://lawrato.com/advocate-minakshi-bapu-ovhal,Advocate Minakshi Bapu Ovhal Dakhane,12 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Consumer Court, Court Marriage, Divorce, Domestic Violence, Family, Labour & Service, Property, Wills / Trusts","Bombay High Court,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-minakshi-bapu-ovhal.webp
1695384273-290,https://lawrato.com/lawyers/pune?&page=,Advocate Rani Sonawane,https://lawrato.com/advocate-rani-sonawane,Advocate Rani Sonawane,24 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Motor Accident, Muslim Law, Succession Certificate","District and Sessions Court, Mumbai,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-rani-sonawane.webp
1695384277-293,https://lawrato.com/lawyers/pune?&page=,Advocate Clerence Pereira,https://lawrato.com/advocate-clerence-pereira,Advocate Clerence Pereira,6 years,"Camp, Pune","English, Hindi, Marathi","Anticipatory Bail, Arbitration, Civil, Criminal, Divorce, High Court, Landlord/Tenant, NCLT, Property, Succession Certificate","Bombay High Court,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-clerence-pereira.webp
1695384281-298,https://lawrato.com/lawyers/pune?&page=,Advocate Ganesh Arjun Ranadive,https://lawrato.com/advocate-ganesh-arjun-ranadive,Advocate Ganesh Arjun Ranadive,15 years,"Shivaji Nagar, Pune","English, Hindi, Marathi","Breach of Contract, Cheque Bounce, Civil, Divorce, Domestic Violence, Family, Landlord/Tenant, Property, RERA, Succession Certificate","Court of Small Causes, Pune,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-ganesh-arjun-ranadive.webp
1695384287-301,https://lawrato.com/lawyers/pune?&page=,Advocate Sharayu Zanak,https://lawrato.com/advocate-sharayu-zanak,Advocate Sharayu Zanak,0 years,"Sinhagad road, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Divorce, Documentation, Domestic Violence, Family, Landlord/Tenant, Recovery, Succession Certificate, Wills / Trusts","Bombay High Court,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/advocate-sharayu-zanak.jpg
1695384290-311,https://lawrato.com/lawyers/pune?&page=,Advocate M P Salunke,https://lawrato.com/advocate-m-p-salunke,Advocate M P Salunke,12 years,"Pune Satara Road, Swargate, Pune","English, Hindi, Marathi","Child Custody, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Property, Recovery, Supreme Court, Wills / Trusts","Bombay High Court,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-m-p-salunke.webp
1695384295-314,https://lawrato.com/lawyers/pune?&page=,Advocate Sudhir Reddy,https://lawrato.com/advocate-sudhir-reddy,Advocate Sudhir Reddy,13 years,"Model Colony, Pune","English, Hindi, Marathi","Arbitration, Banking / Finance, Cheque Bounce, Child Custody, Consumer Court, Corporate, Criminal, Customs & Central Excise, Divorce, Family, Insurance, International Law, Labour & Service, Landlord/Tenant, Medical Negligence, Motor Accident, Property, Recovery, Startup, Trademark & Copyright, Wills / Trusts","Bombay High Court,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-sudhir-reddy.webp
1695384298-319,https://lawrato.com/lawyers/pune?&page=,Advocate Rishabh Gandhi,https://lawrato.com/advocate-rishabh-gandhi,Advocate Rishabh Gandhi,14 years,"Erandvane, Pune","English, Hindi, Marathi","Arbitration, Bankruptcy / Insolvency, Consumer Court, Corporate, Divorce, Documentation, High Court, Labour & Service, NCLT, Property, RERA, Startup, Trademark & Copyright","Bombay High Court,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-rishabh-gandhi.webp
1695384302-321,https://lawrato.com/lawyers/pune?&page=,Advocate Khursheed Anwar Qureshi,https://lawrato.com/advocate-khursheedanwarqureshi,Advocate Khursheed Anwar Qureshi,29 years,"Shivaji Nagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Banking / Finance, Cheque Bounce, Child Custody, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Medical Negligence, Muslim Law, Wills / Trusts","Bombay High Court,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-khursheedanwarqureshi.webp
1695384307-324,https://lawrato.com/lawyers/pune?&page=,Advocate Ravi Jadhav,https://lawrato.com/advocate-ravi-jadhav,Advocate Ravi Jadhav,15 years,"Koregaon Park, Pune","English, Hindi","Anticipatory Bail, Arbitration, Banking / Finance, Bankruptcy / Insolvency, Breach of Contract, Cheque Bounce, Child Custody, Civil, Consumer Court, Corporate, Court Marriage, Criminal, Customs & Central Excise, Cyber Crime, Divorce, Documentation, Domestic Violence, Family, GST, High Court, Insurance, International Law, Labour & Service, Landlord/Tenant, Media and Entertainment, Medical Negligence, Motor Accident, NCLT, Patent, Property, R.T.I, Recovery, RERA, Startup, Succession Certificate, Supreme Court, Tax, Trademark & Copyright, Wills / Trusts","Bombay High Court,",1,https://lawrato.com/lawyers/pune?&page=1,https://lawrato.com/expert_images/thumb/webp/advocate-ravi-jadhav.webp
1695384311-327,https://lawrato.com/lawyers/pune?&page=,Advocate Amit Rathi,https://lawrato.com/advocate-amit-rathi,Advocate Amit Rathi,15 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Court Marriage, Criminal, Documentation, Domestic Violence, Family, Landlord/Tenant, NCLT, Property, RERA, Succession Certificate",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-amit-rathi.webp
1695384315-328,https://lawrato.com/lawyers/pune?&page=,Advocate Radhika Pachpor,https://lawrato.com/advocate-radhika-pachpor,Advocate Radhika Pachpor,16 years,"Erandwane Gavthan, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Criminal, Divorce, Documentation, Domestic Violence, Medical Negligence, Motor Accident, NCLT, Property, RERA, Startup, Succession Certificate",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-radhika-pachpor.webp
1695384319-329,https://lawrato.com/lawyers/pune?&page=,Advocate Sagar Kothari,https://lawrato.com/advocate-sagar-kothari,Advocate Sagar Kothari,21 years,"District Court Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Criminal, High Court, Medical Negligence, Motor Accident, NCLT, Property, RERA, Succession Certificate",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-sagar-kothari.webp
1695384323-330,https://lawrato.com/lawyers/pune?&page=,Advocate Vijay Kalu Wani,https://lawrato.com/advocate-vijay-kalu-wani,Advocate Vijay Kalu Wani,7 years,"Koregaon, Pune","English, Hindi, Konkani, Marathi","Anticipatory Bail, Arbitration, Child Custody, Court Marriage, Criminal, Divorce, Domestic Violence, Family, International Law",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-vijay-kalu-wani.webp
1695384327-331,https://lawrato.com/lawyers/pune?&page=,Advocate Sangram Singh Desai,https://lawrato.com/advocate-sangram-desai,Advocate Sangram Singh Desai,23 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Bankruptcy / Insolvency, Breach of Contract, Corporate, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Labour & Service, Media and Entertainment, Medical Negligence, NCLT, Property, RERA, Succession Certificate",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-sangram-desai.webp
1695384331-332,https://lawrato.com/lawyers/pune?&page=,Advocate Anis Momin,https://lawrato.com/advocate-anis-momin,Advocate Anis Momin,11 years,"Shivajinagar, Pune","English, Hindi, Marathi","Child Custody, Court Marriage, Divorce, Domestic Violence, Family, High Court, Muslim Law",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-anis-momin.webp
1695384335-333,https://lawrato.com/lawyers/pune?&page=,Advocate Pranay Lanjile,https://lawrato.com/advocate-pranay-lanjile,Advocate Pranay Lanjile,12 years,"Shaniwar Peth, Pune","English, Hindi, Marathi","Cheque Bounce, Child Custody, Civil, Court Marriage, Divorce, Domestic Violence, Family",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-pranay-lanjile.webp
1695384339-334,https://lawrato.com/lawyers/pune?&page=,Advocate Darshan Subhash Oswal,https://lawrato.com/advocate-darshan-subhash-oswal,Advocate Darshan Subhash Oswal,11 years,"Vadgaon Maval, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-darshan-subhash-oswal.webp
1695384343-335,https://lawrato.com/lawyers/pune?&page=,Advocate Harshad Rathod,https://lawrato.com/advocate-harshad-rathod,Advocate Harshad Rathod,11 years,"Hira Baug, Pune","English, Hindi, Marathi","Bankruptcy / Insolvency, Breach of Contract, Cheque Bounce, Civil, Corporate, Criminal, International Law, NCLT, Patent, Trademark & Copyright",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-harshad-rathod.webp
1695384348-336,https://lawrato.com/lawyers/pune?&page=,Advocate Premchand L Malpani,https://lawrato.com/advocate-premchand-l-malpani,Advocate Premchand L Malpani,9 years,"Shivaji Nagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-premchand-l-malpani.webp
1695384352-337,https://lawrato.com/lawyers/pune?&page=,Advocate Himanshu Nagarkar,https://lawrato.com/advocate-himanshu-nagarkar,Advocate Himanshu Nagarkar,12 years,"Lokmanya Nagar, Pune","English, Hindi, Marathi","Child Custody, Civil, Court Marriage, Cyber Crime, Divorce, Domestic Violence, Family, High Court",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-himanshu-nagarkar.webp
1695384356-338,https://lawrato.com/lawyers/pune?&page=,Advocate Seema Ravindra Kulkarni,https://lawrato.com/advocate-seema-ravindra-kulkarni,Advocate Seema Ravindra Kulkarni,17 years,"Wakad, Pune","English, Hindi","Anticipatory Bail, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-seema-ravindra-kulkarni.webp
1695384360-339,https://lawrato.com/lawyers/pune?&page=,Advocate Rohit Shaligram,https://lawrato.com/advocate-rohit-shaligram,Advocate Rohit Shaligram,10 years,"Kumthekar Road, Pune","English, Hindi, Marathi","Anticipatory Bail, Banking / Finance, Bankruptcy / Insolvency, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Recovery, Supreme Court",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-rohit-shaligram.webp
1695384365-340,https://lawrato.com/lawyers/pune?&page=,Advocate Ajay Ashok Joshi,https://lawrato.com/advocate-ajay-ashok-joshi,Advocate Ajay Ashok Joshi,28 years,"Erandwana, Pune","English, Hindi, Marathi","Civil, Court Marriage, Domestic Violence, Family, High Court, Landlord/Tenant, NCLT, Property, RERA, Succession Certificate, Wills / Trusts",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-ajay-ashok-joshi.webp
1695384369-341,https://lawrato.com/lawyers/pune?&page=,Advocate Sudarshan Desai,https://lawrato.com/advocate-sudarshan-desai,Advocate Sudarshan Desai,11 years,"M.G Road, Pune","English, Hindi, Marathi","Arbitration, Banking / Finance, Cheque Bounce, Divorce, Domestic Violence, Family, Insurance, Succession Certificate, Trademark & Copyright, Wills / Trusts",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-sudarshan-desai.webp
1695384374-342,https://lawrato.com/lawyers/pune?&page=,Advocate Sharad Malode,https://lawrato.com/advocate-sharad-malode,Advocate Sharad Malode,12 years,"Thergaon, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Court Marriage, Divorce, Documentation, Domestic Violence, Family",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-sharad-malode.webp
1695384379-343,https://lawrato.com/lawyers/pune?&page=,Advocate C S Koyalikar,https://lawrato.com/advocate-c-s-koyalikar,Advocate C S Koyalikar,24 years,"Shivajinagar, Pune","English, Hindi, Marathi","Breach of Contract, Cheque Bounce, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Medical Negligence, Property, Succession Certificate",,2,https://lawrato.com/lawyers/pune?&page=2,https://lawrato.com/expert_images/thumb/webp/advocate-c-s-koyalikar.webp
1695384137-208,https://lawrato.com/lawyers/pune?&page=,Advocate Damodar Pote,https://lawrato.com/advocate-damodar-pote,Advocate Damodar Pote,16 years,"Narayan Peth, Pune","English, Hindi, Marathi","Banking / Finance, Cheque Bounce, Civil, Consumer Court, Documentation, NCLT, Property, RERA, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-damodar-pote.webp
1695384141-209,https://lawrato.com/lawyers/pune?&page=,Advocate Amruta Mehendale,https://lawrato.com/advocate-amruta-mehendale,Advocate Amruta Mehendale,15 years,"Shaniwar Peth, Pune","English, Hindi","Cheque Bounce, Civil, Consumer Court, Court Marriage, Domestic Violence, Family, NCLT, Property, Recovery, RERA, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-amruta-mehendale.webp
1695384145-210,https://lawrato.com/lawyers/pune?&page=,Advocate Sachin V Prayag,https://lawrato.com/advocate-sachin-v-prayag,Advocate Sachin V Prayag,23 years,"Chikhali, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Divorce, Documentation, Domestic Violence, High Court, NCLT, Property, RERA, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-sachin-v-prayag.webp
1695384149-211,https://lawrato.com/lawyers/pune?&page=,Advocate Raunak Rane,https://lawrato.com/advocate-raunak-rane,Advocate Raunak Rane,11 years,"District Court, Pune","English, Hindi, Marathi","Civil, Court Marriage, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Startup, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-raunak-rane.webp
1695384153-212,https://lawrato.com/lawyers/pune?&page=,Advocate S. J Parshe,https://lawrato.com/advocate-s-j-parshe,Advocate S. J Parshe,19 years,"Hadapsar, Pune","English, Hindi, Marathi",Consumer Court,,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-s-j-parshe.webp
1695384158-213,https://lawrato.com/lawyers/pune?&page=,Advocate Sachin Ghalsasi Prakash,https://lawrato.com/advocate-sachin-ghalsasi-prakash,Advocate Sachin Ghalsasi Prakash,20 years,"Keshav Nagar, Pune","English, Hindi, Marathi","Civil, Consumer Court, Court Marriage, Divorce, Domestic Violence, Family, High Court, Motor Accident",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-sachin-ghalsasi-prakash.webp
1695384161-214,https://lawrato.com/lawyers/pune?&page=,Advocate Vishakha R Patnaik,https://lawrato.com/advocate-vishakha-r-patnaik,Advocate Vishakha R Patnaik,14 years,"Wakad, Pune","English, Hindi, Marathi","Child Custody, Court Marriage, Divorce, Documentation, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-vishakha-r-patnaik.webp
1695384165-215,https://lawrato.com/lawyers/pune?&page=,Advocate Gopal Prabhakar Nagre,https://lawrato.com/advocate-gopal-prabhakar-nagre,Advocate Gopal Prabhakar Nagre,12 years,"Shivajinagar, Pune","English, Hindi, Marathi","Civil, Criminal, Divorce, Documentation, Property",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-gopal-prabhakar-nagre.webp
1695384169-216,https://lawrato.com/lawyers/pune?&page=,Advocate Mehboob Shaikh,https://lawrato.com/advocate-mehboob-shaikh,Advocate Mehboob Shaikh,10 years,"Kingsway Bk, Pune","English, Hindi, Marathi, Urdu","Anticipatory Bail, Cheque Bounce, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Motor Accident, Muslim Law",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-mehboob-shaikh.webp
1695384173-217,https://lawrato.com/lawyers/pune?&page=,Advocate Dadasaheb B Lande Patil,https://lawrato.com/advocate-dadasaheb-b-lande-patil,Advocate Dadasaheb B Lande Patil,20 years,"Warje, Pune","English, Hindi, Marathi","Banking / Finance, Court Marriage, Domestic Violence, Family, High Court, Landlord/Tenant, Motor Accident, NCLT, Property, RERA, Succession Certificate, Wills / Trusts",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-dadasaheb-b-lande-patil.webp
1695384177-218,https://lawrato.com/lawyers/pune?&page=,Advocate Harshavardhan Bhende,https://lawrato.com/advocate-harshavardhan-bhende,Advocate Harshavardhan Bhende,11 years,"Aundh, Pune, Pune","English, Hindi, Marathi","Arbitration, Banking / Finance, Breach of Contract, Cheque Bounce, Civil, Divorce, Domestic Violence, High Court, Labour & Service, NCLT, Startup",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-harshavardhan-bhende.webp
1695384181-219,https://lawrato.com/lawyers/pune?&page=,Advocate Vidyadhar Apte,https://lawrato.com/advocate-vidyadhar-apte,Advocate Vidyadhar Apte,18 years,"312 Shaniwar Peth, Pune","English, Hindi, Marathi","Consumer Court, Customs & Central Excise, Cyber Crime, GST, High Court, Tax",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-vidyadhar-apte.webp
1695384185-220,https://lawrato.com/lawyers/pune?&page=,Advocate Vandana Madan Deogaonkar,https://lawrato.com/advocate-vandana-madan-deogaonkar,Advocate Vandana Madan Deogaonkar,13 years,"Shivajinagar District Court, Pune","English, Hindi, Marathi","Cheque Bounce, Child Custody, Civil, Court Marriage, Documentation, Domestic Violence, Family, Landlord/Tenant",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-vandana-madan-deogaonkar.webp
1695384189-221,https://lawrato.com/lawyers/pune?&page=,Advocate Manoj Parve,https://lawrato.com/advocate-manoj-parve,Advocate Manoj Parve,16 years,"Sadashiv Peth, Pune","English, Hindi, Marathi","Anticipatory Bail, Breach of Contract, Cheque Bounce, Corporate, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Medical Negligence, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/advocate-manoj-parve.jpg
1695384193-222,https://lawrato.com/lawyers/pune?&page=,Advocate Ruhi Ahire Shukla,https://lawrato.com/advocate-ruhi-ahire-shukla,Advocate Ruhi Ahire Shukla,12 years,"Shivajinagar, Pune","English, Hindi, Marathi","Bankruptcy / Insolvency, Breach of Contract, Cheque Bounce, Child Custody, Civil, Consumer Court, Corporate, Court Marriage, Divorce, Documentation, Domestic Violence, Family, High Court, Labour & Service, Landlord/Tenant, Media and Entertainment, Medical Negligence, NCLT, Property, Recovery, RERA, Startup, Succession Certificate, Wills / Trusts",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-ruhi-ahire-shukla.webp
1695384198-223,https://lawrato.com/lawyers/pune?&page=,Advocate Uday Madhukarrao Chavan,https://lawrato.com/advocate-uday-madhukarrao-chavan,Advocate Uday Madhukarrao Chavan,20 years,"Budhwar Peth, Pune","English, Gujarati, Hindi, Konkani, Marathi","Cheque Bounce, Civil, Consumer Court, Court Marriage, Divorce, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-uday-madhukarrao-chavan.webp
1695384202-224,https://lawrato.com/lawyers/pune?&page=,Advocate Iqbal Ahmed Mahimood Shaikh,https://lawrato.com/advocate-iqbal-ahmed-mahimood-shaikh,Advocate Iqbal Ahmed Mahimood Shaikh,14 years,"Kondhwa Budruk, Pune","English, Hindi, Marathi, Urdu","Civil, Consumer Court, High Court, Landlord/Tenant, NCLT, Patent, Property, RERA, Succession Certificate, Trademark & Copyright, Wills / Trusts",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-iqbal-ahmed-mahimood-shaikh.webp
1695384206-225,https://lawrato.com/lawyers/pune?&page=,Advocate Vrushali Gulwadi,https://lawrato.com/advocate-vrushali-gulwadi,Advocate Vrushali Gulwadi,11 years,"Erandwane, Pune","English, Hindi, Marathi","Arbitration, Corporate, Documentation, High Court, Startup",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-vrushali-gulwadi.webp
1695384210-226,https://lawrato.com/lawyers/pune?&page=,Advocate Prasad Ramachandra Raut,https://lawrato.com/advocate-prasad-ramachandra-raut,Advocate Prasad Ramachandra Raut,14 years,"Somwar Peth, Pune","English, Marathi","Arbitration, Bankruptcy / Insolvency, Breach of Contract, Cheque Bounce, Civil, Divorce, Insurance, Motor Accident, RERA, Startup",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-prasad-ramachandra-raut.webp
