web-scraper-order,web-scraper-start-url,links,links-href,Name,Experience,Location,Languages,Practice_Areas,Courts,Pages,Pages-href,Profile_Pic-src
1695383764-123,https://lawrato.com/lawyers/pune?&page=,Advocate Pradnya Prasad Kulkarni,https://lawrato.com/advocate-pradnya-prasad-kulkarni,Advocate Pradnya Prasad Kulkarni,7 years,"Chinchwad, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Child Custody, Civil, Court Marriage, Criminal, Domestic Violence, Family, High Court",,9,https://lawrato.com/lawyers/pune?&page=9,https://lawrato.com/expert_images/thumb/webp/advocate-pradnya-prasad-kulkarni.webp
1695383768-124,https://lawrato.com/lawyers/pune?&page=,Advocate Tarak Shrikant Patil,https://lawrato.com/advocate-tarak-shrikant-patil,Advocate Tarak Shrikant Patil,10 years,"Deccan Gymkhana, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family",,9,https://lawrato.com/lawyers/pune?&page=9,https://lawrato.com/expert_images/thumb/webp/advocate-tarak-shrikant-patil.webp
1695383772-125,https://lawrato.com/lawyers/pune?&page=,Advocate Shardul Mhetre,https://lawrato.com/advocate-shardul-mhetre,Advocate Shardul Mhetre,7 years,"Kondhva, Pune","English, Hindi, Marathi","Child Custody, Civil, Court Marriage, Divorce, Documentation, Domestic Violence, Family, High Court",,9,https://lawrato.com/lawyers/pune?&page=9,https://lawrato.com/expert_images/thumb/webp/advocate-shardul-mhetre.webp
1695383776-126,https://lawrato.com/lawyers/pune?&page=,Advocate Manoj Kumar Banerjee,https://lawrato.com/advocate-manoj-kumar-banerjee,Advocate Manoj Kumar Banerjee,7 years,"Hadapsar, Pune","English, Hindi","Anticipatory Bail, Banking / Finance, Civil, Court Marriage, Criminal, Domestic Violence, Family, High Court, Motor Accident, NCLT, Property, RERA, Succession Certificate, Supreme Court",,9,https://lawrato.com/lawyers/pune?&page=9,https://lawrato.com/expert_images/thumb/webp/advocate-manoj-kumar-banerjee.webp
1695383780-127,https://lawrato.com/lawyers/pune?&page=,Advocate Padma Shrikrishna Sartale,https://lawrato.com/advocate-padma-shrikrishna-sartale,Advocate Padma Shrikrishna Sartale,11 years,"Near Pune University, Pune","English, Hindi, Marathi","Anticipatory Bail, Banking / Finance, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,9,https://lawrato.com/lawyers/pune?&page=9,https://lawrato.com/expert_images/thumb/webp/advocate-padma-shrikrishna-sartale.webp
1695383784-128,https://lawrato.com/lawyers/pune?&page=,Advocate Lakhan Shivprasadji Soni,https://lawrato.com/advocate-lakhan-shivprasadji-soni,Advocate Lakhan Shivprasadji Soni,10 years,"Kasat Chowk, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Divorce, Documentation, Property",,9,https://lawrato.com/lawyers/pune?&page=9,https://lawrato.com/expert_images/thumb/webp/advocate-lakhan-shivprasadji-soni.webp
1695383788-129,https://lawrato.com/lawyers/pune?&page=,Advocate Arti Gathe,https://lawrato.com/advocate-arti-gathe,Advocate Arti Gathe,9 years,"Parbhani, Pune","English, Hindi, Marathi","Anticipatory Bail, Bankruptcy / Insolvency, Breach of Contract, Child Custody, Corporate, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Media and Entertainment",,9,https://lawrato.com/lawyers/pune?&page=9,https://lawrato.com/expert_images/thumb/webp/advocate-arti-gathe.webp
1695383793-130,https://lawrato.com/lawyers/pune?&page=,Advocate Mayur N. Gajbhiye,https://lawrato.com/advocate-mayur-n-gajbhiye,Advocate Mayur N. Gajbhiye,10 years,"Kondhwa (Bk.), Pune","English, Hindi, Marathi","Anticipatory Bail, Child Custody, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court",,9,https://lawrato.com/lawyers/pune?&page=9,https://lawrato.com/expert_images/thumb/webp/advocate-mayur-n-gajbhiye.webp
1695383797-131,https://lawrato.com/lawyers/pune?&page=,Advocate Chetan Rajendra Nagare,https://lawrato.com/advocate-chetan-rajendra-nagare,Advocate Chetan Rajendra Nagare,10 years,"Kothrud, Pune","English, Hindi, Marathi","Anticipatory Bail, Bankruptcy / Insolvency, Breach of Contract, Corporate, Criminal, Documentation, High Court, Media and Entertainment, NCLT, Property, RERA, Succession Certificate",,9,https://lawrato.com/lawyers/pune?&page=9,https://lawrato.com/expert_images/thumb/webp/advocate-chetan-rajendra-nagare.webp
1695383801-132,https://lawrato.com/lawyers/pune?&page=,Advocate Pramod Kashinath Saste,https://lawrato.com/advocate-pramod-kashinath-saste,Advocate Pramod Kashinath Saste,13 years,"Handewadi, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Court Marriage, Criminal, Domestic Violence, Family, High Court",,9,https://lawrato.com/lawyers/pune?&page=9,https://lawrato.com/expert_images/thumb/webp/advocate-pramod-kashinath-saste.webp
1695383805-133,https://lawrato.com/lawyers/pune?&page=,Advocate Varun Vinod Sutawane,https://lawrato.com/advocate-varun-vinod-sutawane,Advocate Varun Vinod Sutawane,14 years,"District & Sessions Court, Pune","English, Hindi, Marathi","Arbitration, Civil, Court Marriage, Family, Property, Trademark & Copyright",,9,https://lawrato.com/lawyers/pune?&page=9,https://lawrato.com/expert_images/thumb/webp/advocate-varun-vinod-sutawane.webp
1695383809-134,https://lawrato.com/lawyers/pune?&page=,Advocate Kapil Agarwal,https://lawrato.com/advocate-kapil-agarwal,Advocate Kapil Agarwal,13 years,"Aundh, Pune","English, Hindi","Cheque Bounce, Civil, Property, RERA",,9,https://lawrato.com/lawyers/pune?&page=9,https://lawrato.com/expert_images/thumb/webp/advocate-kapil-agarwal.webp
1695383813-135,https://lawrato.com/lawyers/pune?&page=,Advocate Janardan Dahatonde,https://lawrato.com/advocate-janardan-dahatonde,Advocate Janardan Dahatonde,18 years,"Ravet, Pune","English, Hindi, Marathi","Court Marriage, Documentation, Family, Property, Wills / Trusts",,9,https://lawrato.com/lawyers/pune?&page=9,https://lawrato.com/expert_images/thumb/webp/advocate-janardan-dahatonde.webp
1695383656-96,https://lawrato.com/lawyers/pune?&page=,Advocate Arvind Thongepatil,https://lawrato.com/advocate-arvind-thongepatil,Advocate Arvind Thongepatil,8 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Labour & Service",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-arvind-thongepatil.webp
1695383660-97,https://lawrato.com/lawyers/pune?&page=,Advocate Arvind V. Nakhate,https://lawrato.com/advocate-arvind-v-nakhate,Advocate Arvind V. Nakhate,8 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Bankruptcy / Insolvency, Breach of Contract, Civil, Corporate, Court Marriage, Criminal, Domestic Violence, Family, Media and Entertainment, NCLT, Property, RERA, Succession Certificate",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-arvind-v-nakhate.webp
1695383664-98,https://lawrato.com/lawyers/pune?&page=,Advocate Nilesh Dnyaneshwar Ghodekar,https://lawrato.com/advocate-nilesh-dnyaneshwar-ghodekar,Advocate Nilesh Dnyaneshwar Ghodekar,8 years,"Hutatma Chowk, Bhosari, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Motor Accident, NCLT, Property, RERA, Succession Certificate",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-nilesh-dnyaneshwar-ghodekar.webp
1695383668-99,https://lawrato.com/lawyers/pune?&page=,Advocate Pandurang Gardare,https://lawrato.com/advocate-pandurang-gardare,Advocate Pandurang Gardare,10 years,"S. V. Chowk, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Court Marriage, Divorce, Documentation, Domestic Violence, Family",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-pandurang-gardare.webp
1695383672-100,https://lawrato.com/lawyers/pune?&page=,Advocate Karamatulla Khan Kadri,https://lawrato.com/advocate-karamatulla-khan-kadri,Advocate Karamatulla Khan Kadri,7 years,"Walahekarwadi, Chinchwad, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Court Marriage, Domestic Violence, Family, Landlord/Tenant, Muslim Law, Wills / Trusts",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-karamatulla-khan-kadri.webp
1695383676-101,https://lawrato.com/lawyers/pune?&page=,Advocate Prasad Sudhakar Bhosale,https://lawrato.com/advocate-prasad-sudhakar-bhosale,Advocate Prasad Sudhakar Bhosale,6 years,"Laxmi Colony, Pune","English, Hindi, Marathi","Cheque Bounce, Consumer Court, Court Marriage, Cyber Crime, Divorce, Domestic Violence, Family, Startup",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/advocate-prasad-sudhakar-bhosale.jpg
1695383680-102,https://lawrato.com/lawyers/pune?&page=,Advocate Prasad Viraj Nikam,https://lawrato.com/advocate-prasad-viraj-nikam,Advocate Prasad Viraj Nikam,8 years,"Baner Pashan Link Road, Pune","English, Hindi, Marathi","Anticipatory Bail, Arbitration, Bankruptcy / Insolvency, Breach of Contract, Cheque Bounce, Child Custody, Civil, Corporate, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Media and Entertainment",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-prasad-viraj-nikam.webp
1695383684-103,https://lawrato.com/lawyers/pune?&page=,Advocate Pradnya Kale,https://lawrato.com/advocate-pradnya-kale,Advocate Pradnya Kale,10 years,"Prayeja City, Pune","English, Hindi, Marathi","Arbitration, Civil, Consumer Court, Court Marriage, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-pradnya-kale.webp
1695383688-104,https://lawrato.com/lawyers/pune?&page=,Advocate Sumit Vijay Pawar,https://lawrato.com/advocate-sumit-vijay-pawar,Advocate Sumit Vijay Pawar,6 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-sumit-vijay-pawar.webp
1695383692-105,https://lawrato.com/lawyers/pune?&page=,Advocate Abhijit Borole,https://lawrato.com/advocate-abhijit-borole,Advocate Abhijit Borole,6 years,"Budhawar Peth, Pune","English, Hindi, Marathi","Anticipatory Bail, Bankruptcy / Insolvency, Breach of Contract, Cheque Bounce, Civil, Corporate, Court Marriage, Criminal, Domestic Violence, Family, Media and Entertainment",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-abhijit-borole.webp
1695383696-106,https://lawrato.com/lawyers/pune?&page=,Advocate Kavita Amol Awasare,https://lawrato.com/advocate-kavita-amol-awasare,Advocate Kavita Amol Awasare,6 years,"Shivaji Nagar, Pune, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/advocate-kavita-amol-awasare.jpg
1695383700-107,https://lawrato.com/lawyers/pune?&page=,Advocate Ashish Kachave,https://lawrato.com/advocate-ashish-kachave,Advocate Ashish Kachave,10 years,"Wanwadi, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Consumer Court, Criminal, Documentation, High Court, Patent, Trademark & Copyright",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-ashish-kachave.webp
1695383704-108,https://lawrato.com/lawyers/pune?&page=,Advocate Aniket Sunil Jambhulkar,https://lawrato.com/advocate-aniket-sunil-jambhulkar,Advocate Aniket Sunil Jambhulkar,7 years,"Lonavala, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Domestic Violence, Family, High Court",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-aniket-sunil-jambhulkar.webp
1695383708-109,https://lawrato.com/lawyers/pune?&page=,Advocate Yogesh Gopalrao Birajdar,https://lawrato.com/advocate-yogesh-gopalrao-birajdar,Advocate Yogesh Gopalrao Birajdar,10 years,"Wakad, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Consumer Court, Criminal, High Court, Landlord/Tenant, Motor Accident",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-yogesh-gopalrao-birajdar.webp
1695383712-110,https://lawrato.com/lawyers/pune?&page=,Advocate Siddharth Desai,https://lawrato.com/advocate-siddharth-desai,Advocate Siddharth Desai,11 years,"Shivaji Nagar, Pune","English, Hindi","Anticipatory Bail, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-siddharth-desai.webp
1695383716-111,https://lawrato.com/lawyers/pune?&page=,Advocate Pradnya Rajput,https://lawrato.com/advocate-pradnya-rajput,Advocate Pradnya Rajput,10 years,"Bhavdhan, Pune","English, Hindi, Marathi","Anticipatory Bail, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-pradnya-rajput.webp
1695383720-112,https://lawrato.com/lawyers/pune?&page=,Advocate Viraj Bipin Patole,https://lawrato.com/advocate-viraj-bipin-patole,Advocate Viraj Bipin Patole,8 years,"Shivaji Nagar, Pune","English, Hindi","Anticipatory Bail, Cheque Bounce, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-viraj-bipin-patole.webp
1695383724-113,https://lawrato.com/lawyers/pune?&page=,Advocate Abdulkader S. Patanwala,https://lawrato.com/advocate-abdulkader-s-patanwala,Advocate Abdulkader S. Patanwala,6 years,"Jedhe Park, Pune","English, Gujarati, Hindi, Marathi","Cheque Bounce, Civil, Court Marriage, Divorce, Domestic Violence, Family, GST, Muslim Law, Tax, Wills / Trusts",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-abdulkader-s-patanwala.webp
1695383728-114,https://lawrato.com/lawyers/pune?&page=,Advocate Sajida Shaikh,https://lawrato.com/advocate-sajida-shaikh,Advocate Sajida Shaikh,8 years,"Shivajinagar, Pune","English, Hindi","Anticipatory Bail, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Recovery",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-sajida-shaikh.webp
1695383732-115,https://lawrato.com/lawyers/pune?&page=,Advocate Ganesh V Deshmukh,https://lawrato.com/advocate-ganesh-v-deshmukh,Advocate Ganesh V Deshmukh,10 years,"Deccan Gymkhana, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family, GST, Tax",,10,https://lawrato.com/lawyers/pune?&page=10,https://lawrato.com/expert_images/thumb/webp/advocate-ganesh-v-deshmukh.webp
1695383572-76,https://lawrato.com/lawyers/pune?&page=,Advocate Rutuja Pol,https://lawrato.com/advocate-rutuja-pol,Advocate Rutuja Pol,9 years,"National War Memorial Camp, Pune","English, Hindi, Malayalam, Marathi","Anticipatory Bail, Criminal, Divorce, Domestic Violence, High Court, International Law, Supreme Court, Wills / Trusts",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-rutuja-pol.webp
1695383576-77,https://lawrato.com/lawyers/pune?&page=,Advocate Akshay Shinde,https://lawrato.com/advocate-akshay-shinde-pune,Advocate Akshay Shinde,7 years,"Vidya Nagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Arbitration, Cheque Bounce, Child Custody, Civil, Criminal, Domestic Violence, High Court, Recovery, Succession Certificate",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-akshay-shinde-pune.webp
1695383580-78,https://lawrato.com/lawyers/pune?&page=,Advocate Rohan B Randive,https://lawrato.com/advocate-rohan-b-randive,Advocate Rohan B Randive,10 years,"Limaye Path, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Landlord/Tenant",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-rohan-b-randive.webp
1695383584-79,https://lawrato.com/lawyers/pune?&page=,Advocate Dinesh N. Shah,https://lawrato.com/advocate-dinesh-n-shah,Advocate Dinesh N. Shah,5 years,"Sadashiv Peth, Pune","English, Gujarati, Hindi, Marathi","Banking / Finance, Documentation, Property, RERA",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-dinesh-n-shah.webp
1695383588-80,https://lawrato.com/lawyers/pune?&page=,Advocate Zeenal Thakkar,https://lawrato.com/advocate-zeenal-thakkar,Advocate Zeenal Thakkar,5 years,"Sadashiv Peth, Pune","English, Gujarati, Hindi, Marathi","Banking / Finance, Bankruptcy / Insolvency, Cheque Bounce, Court Marriage, Family, Property",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-zeenal-thakkar.webp
1695383592-81,https://lawrato.com/lawyers/pune?&page=,Advocate Pavankumar Bhansali,https://lawrato.com/advocate-pavankumar-bhansali,Advocate Pavankumar Bhansali,8 years,"Appa Balwant Chowk, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Court Marriage, Family, Succession Certificate",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-pavankumar-bhansali.webp
1695383596-82,https://lawrato.com/lawyers/pune?&page=,Advocate Rucha Pranav Abhyankar,https://lawrato.com/advocate-rucha-pranav-abhyankar,Advocate Rucha Pranav Abhyankar,8 years,"Shivajinagar Court, Pune","English, Hindi, Marathi","Civil, Consumer Court, Court Marriage, Divorce, Domestic Violence, Family",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-rucha-pranav-abhyankar.webp
1695383600-83,https://lawrato.com/lawyers/pune?&page=,Advocate Pranav Abhyankar,https://lawrato.com/advocate-pranav-abhyankar,Advocate Pranav Abhyankar,9 years,"Bavdhan, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Consumer Court, Court Marriage, Criminal, Domestic Violence, Family",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-pranav-abhyankar.webp
1695383604-84,https://lawrato.com/lawyers/pune?&page=,Advocate Devendra Shrikant Athavale,https://lawrato.com/advocate-devendra-shrikant-athavale,Advocate Devendra Shrikant Athavale,10 years,"Sadashiv Peth, Pune","English, Hindi, Marathi","Bankruptcy / Insolvency, Breach of Contract, Corporate, Customs & Central Excise, Documentation, GST, High Court, International Law, Media and Entertainment, Patent, Trademark & Copyright",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-devendra-shrikant-athavale.webp
1695383608-85,https://lawrato.com/lawyers/pune?&page=,Advocate Siddhesh Pawar,https://lawrato.com/advocate-siddhesh-pawar,Advocate Siddhesh Pawar,10 years,"Navipeth, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Court Marriage, Criminal, Divorce, Documentation, Domestic Violence, Family",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-siddhesh-pawar.webp
1695383612-86,https://lawrato.com/lawyers/pune?&page=,Advocate Anchita Nirgudkar,https://lawrato.com/advocate-anchita-nirgudkar,Advocate Anchita Nirgudkar,10 years,"Model Colony, Pune","English, Gujarati, Hindi, Marathi","Anticipatory Bail, Arbitration, Bankruptcy / Insolvency, Breach of Contract, Civil, Corporate, Criminal, Divorce, Domestic Violence, High Court, Media and Entertainment, Wills / Trusts",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-anchita-nirgudkar.webp
1695383616-87,https://lawrato.com/lawyers/pune?&page=,Advocate Pratibha Chaitanya Ingale,https://lawrato.com/advocate-pratibha-chaitanya-ingale,Advocate Pratibha Chaitanya Ingale,10 years,"Pimple Saudagar Rahatani, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Court Marriage, Domestic Violence, Family, High Court, NCLT, Patent, Property, RERA, Succession Certificate, Trademark & Copyright",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-pratibha-chaitanya-ingale.webp
1695383620-88,https://lawrato.com/lawyers/pune?&page=,Advocate Raj Gupta,https://lawrato.com/advocate-raj-gupta,Advocate Raj Gupta,9 years,"Muktai Naga, Pune","English, Hindi, Marathi","Arbitration, Bankruptcy / Insolvency, Breach of Contract, Corporate, Documentation, Media and Entertainment, NCLT, Property, RERA, Succession Certificate",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-raj-gupta.webp
1695383624-89,https://lawrato.com/lawyers/pune?&page=,Advocate Shreyas Shripad Mulay,https://lawrato.com/advocate-shreyas-shripad-mulay,Advocate Shreyas Shripad Mulay,8 years,"Mulay Wada, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Criminal, Divorce, Domestic Violence, Landlord/Tenant, NCLT, Property, RERA, Succession Certificate",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-shreyas-shripad-mulay.webp
1695383628-90,https://lawrato.com/lawyers/pune?&page=,Advocate Pramod Dhule,https://lawrato.com/advocate-pramod-dhule,Advocate Pramod Dhule,11 years,"Shivajinagar Court Campus, Pune","English, Hindi, Kannada, Marathi","Anticipatory Bail, Cheque Bounce, Criminal, High Court, Motor Accident",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-pramod-dhule.webp
1695383632-91,https://lawrato.com/lawyers/pune?&page=,Advocate Ketan S Jadhav,https://lawrato.com/advocate-ketan-s-jadhav,Advocate Ketan S Jadhav,10 years,"Bibvewadi, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Divorce, Domestic Violence, Motor Accident, NCLT, Property, RERA, Succession Certificate",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-ketan-s-jadhav.webp
1695383636-92,https://lawrato.com/lawyers/pune?&page=,Advocate Suvarna Shinde,https://lawrato.com/advocate-suvarna-shinde,Advocate Suvarna Shinde,11 years,"Naik Building, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-suvarna-shinde.webp
1695383640-93,https://lawrato.com/lawyers/pune?&page=,Advocate Ganesh Kadam,https://lawrato.com/advocate-ganesh-kadam,Advocate Ganesh Kadam,6 years,"553, New Ghorpade Peth, Pune","English, Hindi, Marathi","Court Marriage, Divorce, Domestic Violence, Family, GST, International Law, Labour & Service, Supreme Court",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-ganesh-kadam.webp
1695383644-94,https://lawrato.com/lawyers/pune?&page=,Advocate Pramila V. Gulave,https://lawrato.com/advocate-pramila-v.-gulave,Advocate Pramila V. Gulave,11 years,"Shivaji Nagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Consumer Court, Criminal, Divorce, Domestic Violence, High Court, Motor Accident",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-pramila-v.-gulave.webp
1695383648-95,https://lawrato.com/lawyers/pune?&page=,Advocate Rahul Ravindra Abhyankar,https://lawrato.com/advocate-rahul-ravindra-abhyankar,Advocate Rahul Ravindra Abhyankar,7 years,"Dhankawadi Main Road, Pune","English, Hindi, Marathi","Anticipatory Bail, Banking / Finance, Cheque Bounce, Child Custody, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Documentation, Domestic Violence, Family, High Court, Motor Accident, NCLT, Property, RERA, Succession Certificate, Wills / Trusts",,11,https://lawrato.com/lawyers/pune?&page=11,https://lawrato.com/expert_images/thumb/webp/advocate-rahul-ravindra-abhyankar.webp
1695383488-56,https://lawrato.com/lawyers/pune?&page=,Advocate Afsana Tamboli,https://lawrato.com/advocate-afsana-tamboli,Advocate Afsana Tamboli,6 years,"Sinhgad Road, Pune","English, Hindi, Marathi","Arbitration, Court Marriage, Divorce, Documentation, Domestic Violence, Family",,12,https://lawrato.com/lawyers/pune?&page=12,https://lawrato.com/expert_images/thumb/webp/advocate-afsana-tamboli.webp
1695383492-57,https://lawrato.com/lawyers/pune?&page=,Advocate Shrikrushna Rathod,https://lawrato.com/advocate-shrikrushna-rathod,Advocate Shrikrushna Rathod,7 years,"Bhekarai Nagar, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Court Marriage, Divorce, Family, High Court",,12,https://lawrato.com/lawyers/pune?&page=12,https://lawrato.com/expert_images/thumb/webp/advocate-shrikrushna-rathod.webp
1695383496-58,https://lawrato.com/lawyers/pune?&page=,Advocate Swapnil Bedase,https://lawrato.com/advocate-swapnil-bedase,Advocate Swapnil Bedase,11 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Arbitration, Civil, Consumer Court, Criminal",,12,https://lawrato.com/lawyers/pune?&page=12,https://lawrato.com/expert_images/thumb/webp/advocate-swapnil-bedase.webp
1695383500-59,https://lawrato.com/lawyers/pune?&page=,Advocate Bhagyashree,https://lawrato.com/advocate-bhagyashree,Advocate Bhagyashree,7 years,"Parihar Chowk, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Court Marriage, Criminal, Domestic Violence, Family, High Court",,12,https://lawrato.com/lawyers/pune?&page=12,https://lawrato.com/expert_images/thumb/webp/advocate-bhagyashree.webp
1695383504-60,https://lawrato.com/lawyers/pune?&page=,Advocate Rahul Pardeshi,https://lawrato.com/advocate-rahul-pardeshi,Advocate Rahul Pardeshi,7 years,"Kalas, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Criminal, Divorce, High Court, Wills / Trusts",,12,https://lawrato.com/lawyers/pune?&page=12,https://lawrato.com/expert_images/thumb/webp/advocate-rahul-pardeshi.webp
1695383508-61,https://lawrato.com/lawyers/pune?&page=,Advocate Yogesh B Jadhav,https://lawrato.com/advocate-yogesh-b-jadhav,Advocate Yogesh B Jadhav,10 years,"Shaniwar Peth, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Consumer Court, Court Marriage, Criminal, Family",,12,https://lawrato.com/lawyers/pune?&page=12,https://lawrato.com/expert_images/thumb/webp/advocate-yogesh-b-jadhav.webp
