web-scraper-order,web-scraper-start-url,links,links-href,Name,Experience,Location,Languages,Practice_Areas,Courts,Pages,Pages-href
1695236810-87,https://lawrato.com/lawyers/pune?&page=,Advocate Pratibha Chaitanya Ingale,https://lawrato.com/advocate-pratibha-chaitanya-ingale,Advocate Pratibha Chaitanya Ingale,10 years,"Pimple Saudagar Rahatani, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Court Marriage, Domestic Violence, Family, High Court, NCLT, Patent, Property, RERA, Succession Certificate, Trademark & Copyright",,11,https://lawrato.com/lawyers/pune?&page=11
1695236813-88,https://lawrato.com/lawyers/pune?&page=,Advocate Raj Gupta,https://lawrato.com/advocate-raj-gupta,Advocate Raj Gupta,9 years,"Muktai Naga, Pune","English, Hindi, Marathi","Arbitration, Bankruptcy / Insolvency, Breach of Contract, Corporate, Documentation, Media and Entertainment, NCLT, Property, RERA, Succession Certificate",,11,https://lawrato.com/lawyers/pune?&page=11
1695236816-89,https://lawrato.com/lawyers/pune?&page=,Advocate Shreyas Shripad Mulay,https://lawrato.com/advocate-shreyas-shripad-mulay,Advocate Shreyas Shripad Mulay,8 years,"Mulay Wada, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Criminal, Divorce, Domestic Violence, Landlord/Tenant, NCLT, Property, RERA, Succession Certificate",,11,https://lawrato.com/lawyers/pune?&page=11
1695236819-90,https://lawrato.com/lawyers/pune?&page=,Advocate Pramod Dhule,https://lawrato.com/advocate-pramod-dhule,Advocate Pramod Dhule,11 years,"Shivajinagar Court Campus, Pune","English, Hindi, Kannada, Marathi","Anticipatory Bail, Cheque Bounce, Criminal, High Court, Motor Accident",,11,https://lawrato.com/lawyers/pune?&page=11
1695236822-91,https://lawrato.com/lawyers/pune?&page=,Advocate Ketan S Jadhav,https://lawrato.com/advocate-ketan-s-jadhav,Advocate Ketan S Jadhav,10 years,"Bibvewadi, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Divorce, Domestic Violence, Motor Accident, NCLT, Property, RERA, Succession Certificate",,11,https://lawrato.com/lawyers/pune?&page=11
1695236825-92,https://lawrato.com/lawyers/pune?&page=,Advocate Suvarna Shinde,https://lawrato.com/advocate-suvarna-shinde,Advocate Suvarna Shinde,11 years,"Naik Building, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate",,11,https://lawrato.com/lawyers/pune?&page=11
1695236828-93,https://lawrato.com/lawyers/pune?&page=,Advocate Ganesh Kadam,https://lawrato.com/advocate-ganesh-kadam,Advocate Ganesh Kadam,6 years,"553, New Ghorpade Peth, Pune","English, Hindi, Marathi","Court Marriage, Divorce, Domestic Violence, Family, GST, International Law, Labour & Service, Supreme Court",,11,https://lawrato.com/lawyers/pune?&page=11
1695236831-94,https://lawrato.com/lawyers/pune?&page=,Advocate Pramila V. Gulave,https://lawrato.com/advocate-pramila-v.-gulave,Advocate Pramila V. Gulave,11 years,"Shivaji Nagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Consumer Court, Criminal, Divorce, Domestic Violence, High Court, Motor Accident",,11,https://lawrato.com/lawyers/pune?&page=11
1695236834-95,https://lawrato.com/lawyers/pune?&page=,Advocate Rahul Ravindra Abhyankar,https://lawrato.com/advocate-rahul-ravindra-abhyankar,Advocate Rahul Ravindra Abhyankar,7 years,"Dhankawadi Main Road, Pune","English, Hindi, Marathi","Anticipatory Bail, Banking / Finance, Cheque Bounce, Child Custody, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Documentation, Domestic Violence, Family, High Court, Motor Accident, NCLT, Property, RERA, Succession Certificate, Wills / Trusts",,11,https://lawrato.com/lawyers/pune?&page=11
1695236840-96,https://lawrato.com/lawyers/pune?&page=,Advocate Arvind Thongepatil,https://lawrato.com/advocate-arvind-thongepatil,Advocate Arvind Thongepatil,8 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Labour & Service",,10,https://lawrato.com/lawyers/pune?&page=10
1695236843-97,https://lawrato.com/lawyers/pune?&page=,Advocate Arvind V. Nakhate,https://lawrato.com/advocate-arvind-v-nakhate,Advocate Arvind V. Nakhate,8 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Bankruptcy / Insolvency, Breach of Contract, Civil, Corporate, Court Marriage, Criminal, Domestic Violence, Family, Media and Entertainment, NCLT, Property, RERA, Succession Certificate",,10,https://lawrato.com/lawyers/pune?&page=10
1695236846-98,https://lawrato.com/lawyers/pune?&page=,Advocate Nilesh Dnyaneshwar Ghodekar,https://lawrato.com/advocate-nilesh-dnyaneshwar-ghodekar,Advocate Nilesh Dnyaneshwar Ghodekar,8 years,"Hutatma Chowk, Bhosari, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Motor Accident, NCLT, Property, RERA, Succession Certificate",,10,https://lawrato.com/lawyers/pune?&page=10
1695236849-99,https://lawrato.com/lawyers/pune?&page=,Advocate Pandurang Gardare,https://lawrato.com/advocate-pandurang-gardare,Advocate Pandurang Gardare,10 years,"S. V. Chowk, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Court Marriage, Divorce, Documentation, Domestic Violence, Family",,10,https://lawrato.com/lawyers/pune?&page=10
1695236852-100,https://lawrato.com/lawyers/pune?&page=,Advocate Karamatulla Khan Kadri,https://lawrato.com/advocate-karamatulla-khan-kadri,Advocate Karamatulla Khan Kadri,7 years,"Walahekarwadi, Chinchwad, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Court Marriage, Domestic Violence, Family, Landlord/Tenant, Muslim Law, Wills / Trusts",,10,https://lawrato.com/lawyers/pune?&page=10
1695236855-101,https://lawrato.com/lawyers/pune?&page=,Advocate Prasad Sudhakar Bhosale,https://lawrato.com/advocate-prasad-sudhakar-bhosale,Advocate Prasad Sudhakar Bhosale,6 years,"Laxmi Colony, Pune","English, Hindi, Marathi","Cheque Bounce, Consumer Court, Court Marriage, Cyber Crime, Divorce, Domestic Violence, Family, Startup",,10,https://lawrato.com/lawyers/pune?&page=10
1695236858-102,https://lawrato.com/lawyers/pune?&page=,Advocate Prasad Viraj Nikam,https://lawrato.com/advocate-prasad-viraj-nikam,Advocate Prasad Viraj Nikam,8 years,"Baner Pashan Link Road, Pune","English, Hindi, Marathi","Anticipatory Bail, Arbitration, Bankruptcy / Insolvency, Breach of Contract, Cheque Bounce, Child Custody, Civil, Corporate, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Media and Entertainment",,10,https://lawrato.com/lawyers/pune?&page=10
1695236861-103,https://lawrato.com/lawyers/pune?&page=,Advocate Pradnya Kale,https://lawrato.com/advocate-pradnya-kale,Advocate Pradnya Kale,10 years,"Prayeja City, Pune","English, Hindi, Marathi","Arbitration, Civil, Consumer Court, Court Marriage, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,10,https://lawrato.com/lawyers/pune?&page=10
1695236864-104,https://lawrato.com/lawyers/pune?&page=,Advocate Sumit Vijay Pawar,https://lawrato.com/advocate-sumit-vijay-pawar,Advocate Sumit Vijay Pawar,6 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate",,10,https://lawrato.com/lawyers/pune?&page=10
1695236867-105,https://lawrato.com/lawyers/pune?&page=,Advocate Abhijit Borole,https://lawrato.com/advocate-abhijit-borole,Advocate Abhijit Borole,6 years,"Budhawar Peth, Pune","English, Hindi, Marathi","Anticipatory Bail, Bankruptcy / Insolvency, Breach of Contract, Cheque Bounce, Civil, Corporate, Court Marriage, Criminal, Domestic Violence, Family, Media and Entertainment",,10,https://lawrato.com/lawyers/pune?&page=10
1695236870-106,https://lawrato.com/lawyers/pune?&page=,Advocate Kavita Amol Awasare,https://lawrato.com/advocate-kavita-amol-awasare,Advocate Kavita Amol Awasare,6 years,"Shivaji Nagar, Pune, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family",,10,https://lawrato.com/lawyers/pune?&page=10
1695236873-107,https://lawrato.com/lawyers/pune?&page=,Advocate Ashish Kachave,https://lawrato.com/advocate-ashish-kachave,Advocate Ashish Kachave,10 years,"Wanwadi, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Consumer Court, Criminal, Documentation, High Court, Patent, Trademark & Copyright",,10,https://lawrato.com/lawyers/pune?&page=10
1695236876-108,https://lawrato.com/lawyers/pune?&page=,Advocate Aniket Sunil Jambhulkar,https://lawrato.com/advocate-aniket-sunil-jambhulkar,Advocate Aniket Sunil Jambhulkar,7 years,"Lonavala, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Domestic Violence, Family, High Court",,10,https://lawrato.com/lawyers/pune?&page=10
1695236879-109,https://lawrato.com/lawyers/pune?&page=,Advocate Yogesh Gopalrao Birajdar,https://lawrato.com/advocate-yogesh-gopalrao-birajdar,Advocate Yogesh Gopalrao Birajdar,10 years,"Wakad, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Consumer Court, Criminal, High Court, Landlord/Tenant, Motor Accident",,10,https://lawrato.com/lawyers/pune?&page=10
1695236882-110,https://lawrato.com/lawyers/pune?&page=,Advocate Siddharth Desai,https://lawrato.com/advocate-siddharth-desai,Advocate Siddharth Desai,11 years,"Shivaji Nagar, Pune","English, Hindi","Anticipatory Bail, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,10,https://lawrato.com/lawyers/pune?&page=10
1695236885-111,https://lawrato.com/lawyers/pune?&page=,Advocate Pradnya Rajput,https://lawrato.com/advocate-pradnya-rajput,Advocate Pradnya Rajput,10 years,"Bhavdhan, Pune","English, Hindi, Marathi","Anticipatory Bail, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,10,https://lawrato.com/lawyers/pune?&page=10
1695236888-112,https://lawrato.com/lawyers/pune?&page=,Advocate Viraj Bipin Patole,https://lawrato.com/advocate-viraj-bipin-patole,Advocate Viraj Bipin Patole,8 years,"Shivaji Nagar, Pune","English, Hindi","Anticipatory Bail, Cheque Bounce, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,10,https://lawrato.com/lawyers/pune?&page=10
1695236891-113,https://lawrato.com/lawyers/pune?&page=,Advocate Abdulkader S. Patanwala,https://lawrato.com/advocate-abdulkader-s-patanwala,Advocate Abdulkader S. Patanwala,6 years,"Jedhe Park, Pune","English, Gujarati, Hindi, Marathi","Cheque Bounce, Civil, Court Marriage, Divorce, Domestic Violence, Family, GST, Muslim Law, Tax, Wills / Trusts",,10,https://lawrato.com/lawyers/pune?&page=10
1695236894-114,https://lawrato.com/lawyers/pune?&page=,Advocate Sajida Shaikh,https://lawrato.com/advocate-sajida-shaikh,Advocate Sajida Shaikh,8 years,"Shivajinagar, Pune","English, Hindi","Anticipatory Bail, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Recovery",,10,https://lawrato.com/lawyers/pune?&page=10
1695236897-115,https://lawrato.com/lawyers/pune?&page=,Advocate Ganesh V Deshmukh,https://lawrato.com/advocate-ganesh-v-deshmukh,Advocate Ganesh V Deshmukh,10 years,"Deccan Gymkhana, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family, GST, Tax",,10,https://lawrato.com/lawyers/pune?&page=10
1695236900-116,https://lawrato.com/lawyers/pune?&page=,Advocate Mangesh Mohan Divekar,https://lawrato.com/advocate-mangesh-mohan-divekar,Advocate Mangesh Mohan Divekar,11 years,"Shivaji Nagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Documentation, Domestic Violence, Family, GST, Tax",,9,https://lawrato.com/lawyers/pune?&page=9
1695236903-117,https://lawrato.com/lawyers/pune?&page=,Advocate Subodh Gawai,https://lawrato.com/advocate-subodh-gawai,Advocate Subodh Gawai,11 years,"Karve Nagar, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Court Marriage, Domestic Violence, Family, High Court, Landlord/Tenant, NCLT, Property, Recovery, RERA, Succession Certificate",,9,https://lawrato.com/lawyers/pune?&page=9
1695236906-118,https://lawrato.com/lawyers/pune?&page=,Advocate Shrihari Rankhamb,https://lawrato.com/advocate-shrihari-rankhamb,Advocate Shrihari Rankhamb,8 years,"Hinjawadi, Pune","English, Hindi, Kannada, Marathi","Bankruptcy / Insolvency, Breach of Contract, Child Custody, Civil, Corporate, Court Marriage, Divorce, Documentation, Domestic Violence, Family, Media and Entertainment, NCLT, Property, RERA, Succession Certificate",,9,https://lawrato.com/lawyers/pune?&page=9
1695236909-119,https://lawrato.com/lawyers/pune?&page=,Advocate Swapnali Karpe,https://lawrato.com/advocate-swapnali-karpe,Advocate Swapnali Karpe,8 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family",,9,https://lawrato.com/lawyers/pune?&page=9
1695236912-120,https://lawrato.com/lawyers/pune?&page=,Advocate Tausif Momin,https://lawrato.com/advocate-tausif-momin,Advocate Tausif Momin,10 years,"Manchar, Pune","English, Hindi","Anticipatory Bail, Civil, Criminal, High Court, Motor Accident, Muslim Law, NCLT, Property, Recovery, RERA, Succession Certificate",,9,https://lawrato.com/lawyers/pune?&page=9
1695236915-121,https://lawrato.com/lawyers/pune?&page=,Advocate Kapil Rathor,https://lawrato.com/advocate-kapil-rathor,Advocate Kapil Rathor,9 years,"Nigdi, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Consumer Court, Court Marriage, Criminal, Domestic Violence, Family, GST, High Court, Tax",,9,https://lawrato.com/lawyers/pune?&page=9
1695236918-122,https://lawrato.com/lawyers/pune?&page=,Advocate Dattaprasad Tikhe,https://lawrato.com/advocate-dattaprasad-tikhe,Advocate Dattaprasad Tikhe,8 years,"Mahavirnagar, Pune","English, Marathi","Cheque Bounce, Child Custody, Civil, Court Marriage, Divorce, Domestic Violence, Family, High Court",,9,https://lawrato.com/lawyers/pune?&page=9
1695236921-123,https://lawrato.com/lawyers/pune?&page=,Advocate Pradnya Prasad Kulkarni,https://lawrato.com/advocate-pradnya-prasad-kulkarni,Advocate Pradnya Prasad Kulkarni,7 years,"Chinchwad, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Child Custody, Civil, Court Marriage, Criminal, Domestic Violence, Family, High Court",,9,https://lawrato.com/lawyers/pune?&page=9
1695236924-124,https://lawrato.com/lawyers/pune?&page=,Advocate Tarak Shrikant Patil,https://lawrato.com/advocate-tarak-shrikant-patil,Advocate Tarak Shrikant Patil,10 years,"Deccan Gymkhana, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family",,9,https://lawrato.com/lawyers/pune?&page=9
1695236927-125,https://lawrato.com/lawyers/pune?&page=,Advocate Shardul Mhetre,https://lawrato.com/advocate-shardul-mhetre,Advocate Shardul Mhetre,7 years,"Kondhva, Pune","English, Hindi, Marathi","Child Custody, Civil, Court Marriage, Divorce, Documentation, Domestic Violence, Family, High Court",,9,https://lawrato.com/lawyers/pune?&page=9
1695236930-126,https://lawrato.com/lawyers/pune?&page=,Advocate Manoj Kumar Banerjee,https://lawrato.com/advocate-manoj-kumar-banerjee,Advocate Manoj Kumar Banerjee,7 years,"Hadapsar, Pune","English, Hindi","Anticipatory Bail, Banking / Finance, Civil, Court Marriage, Criminal, Domestic Violence, Family, High Court, Motor Accident, NCLT, Property, RERA, Succession Certificate, Supreme Court",,9,https://lawrato.com/lawyers/pune?&page=9
1695236933-127,https://lawrato.com/lawyers/pune?&page=,Advocate Padma Shrikrishna Sartale,https://lawrato.com/advocate-padma-shrikrishna-sartale,Advocate Padma Shrikrishna Sartale,11 years,"Near Pune University, Pune","English, Hindi, Marathi","Anticipatory Bail, Banking / Finance, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,9,https://lawrato.com/lawyers/pune?&page=9
1695236936-128,https://lawrato.com/lawyers/pune?&page=,Advocate Lakhan Shivprasadji Soni,https://lawrato.com/advocate-lakhan-shivprasadji-soni,Advocate Lakhan Shivprasadji Soni,10 years,"Kasat Chowk, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Divorce, Documentation, Property",,9,https://lawrato.com/lawyers/pune?&page=9
1695236939-129,https://lawrato.com/lawyers/pune?&page=,Advocate Arti Gathe,https://lawrato.com/advocate-arti-gathe,Advocate Arti Gathe,9 years,"Parbhani, Pune","English, Hindi, Marathi","Anticipatory Bail, Bankruptcy / Insolvency, Breach of Contract, Child Custody, Corporate, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Media and Entertainment",,9,https://lawrato.com/lawyers/pune?&page=9
1695236942-130,https://lawrato.com/lawyers/pune?&page=,Advocate Mayur N. Gajbhiye,https://lawrato.com/advocate-mayur-n-gajbhiye,Advocate Mayur N. Gajbhiye,10 years,"Kondhwa (Bk.), Pune","English, Hindi, Marathi","Anticipatory Bail, Child Custody, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court",,9,https://lawrato.com/lawyers/pune?&page=9
1695236945-131,https://lawrato.com/lawyers/pune?&page=,Advocate Chetan Rajendra Nagare,https://lawrato.com/advocate-chetan-rajendra-nagare,Advocate Chetan Rajendra Nagare,10 years,"Kothrud, Pune","English, Hindi, Marathi","Anticipatory Bail, Bankruptcy / Insolvency, Breach of Contract, Corporate, Criminal, Documentation, High Court, Media and Entertainment, NCLT, Property, RERA, Succession Certificate",,9,https://lawrato.com/lawyers/pune?&page=9
1695236948-132,https://lawrato.com/lawyers/pune?&page=,Advocate Pramod Kashinath Saste,https://lawrato.com/advocate-pramod-kashinath-saste,Advocate Pramod Kashinath Saste,13 years,"Handewadi, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Court Marriage, Criminal, Domestic Violence, Family, High Court",,9,https://lawrato.com/lawyers/pune?&page=9
1695236951-133,https://lawrato.com/lawyers/pune?&page=,Advocate Kapil Agarwal,https://lawrato.com/advocate-kapil-agarwal,Advocate Kapil Agarwal,13 years,"Aundh, Pune","English, Hindi","Cheque Bounce, Civil, Property, RERA",,9,https://lawrato.com/lawyers/pune?&page=9
1695236954-134,https://lawrato.com/lawyers/pune?&page=,Advocate Janardan Dahatonde,https://lawrato.com/advocate-janardan-dahatonde,Advocate Janardan Dahatonde,18 years,"Ravet, Pune","English, Hindi, Marathi","Court Marriage, Documentation, Family, Property, Wills / Trusts",,9,https://lawrato.com/lawyers/pune?&page=9
1695236960-135,https://lawrato.com/lawyers/pune?&page=,Advocate Pravin M Nagane,https://lawrato.com/advocate-pravin-m-nagane,Advocate Pravin M Nagane,16 years,"Kothrud, Pune","English, Hindi, Maithili","Documentation, NCLT, Property, RERA, Succession Certificate, Wills / Trusts",,8,https://lawrato.com/lawyers/pune?&page=8
1695236963-136,https://lawrato.com/lawyers/pune?&page=,Advocate Shweta Gattewar,https://lawrato.com/advocate-shweta-gattewar,Advocate Shweta Gattewar,21 years,"Wagholi, Pune","English, Hindi, Marathi","Anticipatory Bail, Arbitration, Civil, Criminal, Divorce, Domestic Violence",,8,https://lawrato.com/lawyers/pune?&page=8
1695236966-137,https://lawrato.com/lawyers/pune?&page=,Advocate Balkrishna Nanaware,https://lawrato.com/advocate-balkrishna-nanaware,Advocate Balkrishna Nanaware,13 years,"Wakad, Pune","English, Hindi, Marathi","Cyber Crime, Divorce, Domestic Violence, High Court, Landlord/Tenant, NCLT, Property, RERA, Succession Certificate, Wills / Trusts",,8,https://lawrato.com/lawyers/pune?&page=8
1695236969-138,https://lawrato.com/lawyers/pune?&page=,Advocate Sangita Survase-Anarthe Patil,https://lawrato.com/advocate-sangita-survase-anarthe-patil,Advocate Sangita Survase-Anarthe Patil,15 years,"Shivajinagar Court, Pune","English, Gujarati, Hindi, Marathi, Urdu","Anticipatory Bail, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Supreme Court",,8,https://lawrato.com/lawyers/pune?&page=8
1695236972-139,https://lawrato.com/lawyers/pune?&page=,Advocate Yogesh Bavikar,https://lawrato.com/advocate-yogesh-bavikar,Advocate Yogesh Bavikar,14 years,"Shivaji Nagar Pune, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Court Marriage, Criminal, Documentation, Domestic Violence, Family, Labour & Service",,8,https://lawrato.com/lawyers/pune?&page=8
1695236975-140,https://lawrato.com/lawyers/pune?&page=,Advocate Pravin Shendkar,https://lawrato.com/advocate-pravin-shendkar,Advocate Pravin Shendkar,20 years,"Bavdhan, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Criminal, Divorce, Domestic Violence, NCLT, Property, RERA, Succession Certificate",,8,https://lawrato.com/lawyers/pune?&page=8
1695236978-141,https://lawrato.com/lawyers/pune?&page=,Advocate Ujwala Vetal,https://lawrato.com/advocate-ujwala-vetal,Advocate Ujwala Vetal,14 years,"Wadgoan-Sheri, Pune","English, Hindi, Marathi","Court Marriage, Divorce, Domestic Violence, Family",,8,https://lawrato.com/lawyers/pune?&page=8
1695236981-142,https://lawrato.com/lawyers/pune?&page=,Advocate Veerbhadra G. Malbhage,https://lawrato.com/advocate-veerbhadra-g-malbhage,Advocate Veerbhadra G. Malbhage,13 years,"Shivajinagar, Pune","English, Hindi, Marathi","Civil, Consumer Court, Court Marriage, Domestic Violence, Family, International Law, NCLT, Property, RERA, Succession Certificate",,8,https://lawrato.com/lawyers/pune?&page=8
1695236984-143,https://lawrato.com/lawyers/pune?&page=,Advocate Varsha Anil Patole,https://lawrato.com/advocate-varsha-anil-patole,Advocate Varsha Anil Patole,16 years,"Katraj, Pune","English, Hindi, Marathi","Banking / Finance, Civil, NCLT, Property, RERA, Succession Certificate",,8,https://lawrato.com/lawyers/pune?&page=8
1695236987-144,https://lawrato.com/lawyers/pune?&page=,Advocate Deepak Parasram Suhanda,https://lawrato.com/advocate-deepak-parasram-suhanda,Advocate Deepak Parasram Suhanda,22 years,"Pimpri, Pune","English, Hindi, Marathi, Sindhi","Documentation, NCLT, Property, RERA, Succession Certificate",,8,https://lawrato.com/lawyers/pune?&page=8
1695236990-145,https://lawrato.com/lawyers/pune?&page=,Advocate Trupti Roge,https://lawrato.com/advocate-trupti-roge,Advocate Trupti Roge,15 years,"Mangalwar Peth, Pune","English, Hindi, Marathi","Civil, Court Marriage, Divorce, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate, Wills / Trusts",,8,https://lawrato.com/lawyers/pune?&page=8
1695236993-146,https://lawrato.com/lawyers/pune?&page=,Advocate Najmuddin Shaikh,https://lawrato.com/advocate-najmuddin-shaikh,Advocate Najmuddin Shaikh,43 years,"Dastur Meher Road, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Criminal, Landlord/Tenant, Muslim Law, NCLT, Property, RERA, Succession Certificate, Wills / Trusts",,8,https://lawrato.com/lawyers/pune?&page=8
1695236996-147,https://lawrato.com/lawyers/pune?&page=,Advocate Pradip Pujari,https://lawrato.com/advocate-pradip-pujari,Advocate Pradip Pujari,14 years,"Kothrud, Pune","English, Hindi, Marathi","Documentation, Landlord/Tenant, Property, RERA, Succession Certificate",,8,https://lawrato.com/lawyers/pune?&page=8
1695236999-148,https://lawrato.com/lawyers/pune?&page=,Advocate Arti Arjun Barge,https://lawrato.com/advocate-arti-arjun-barge,Advocate Arti Arjun Barge,14 years,"Karve Nagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Labour & Service, NCLT, Property, RERA, Succession Certificate",,8,https://lawrato.com/lawyers/pune?&page=8
1695237002-149,https://lawrato.com/lawyers/pune?&page=,Advocate Kuldeep Prakash Bakal,https://lawrato.com/advocate-kuldeep-prakash-bakal,Advocate Kuldeep Prakash Bakal,13 years,"Pimpri Chinchwad, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Court Marriage, Criminal, Divorce, Documentation, Domestic Violence, Family",,8,https://lawrato.com/lawyers/pune?&page=8
1695237005-150,https://lawrato.com/lawyers/pune?&page=,Advocate Vishal V Dhotre,https://lawrato.com/advocate-vishal-v-dhotre,Advocate Vishal V Dhotre,19 years,"Dighi, Pune","English, Hindi, Maithili","Consumer Court, Documentation, Landlord/Tenant, NCLT, Property, RERA, Succession Certificate, Wills / Trusts",,8,https://lawrato.com/lawyers/pune?&page=8
1695237008-151,https://lawrato.com/lawyers/pune?&page=,Advocate Monika Ashok Thanekar,https://lawrato.com/advocate-monika-ashok-thanekar,Advocate Monika Ashok Thanekar,16 years,"Erandwne, Pune","English, Hindi, Marathi","Arbitration, Child Custody, Civil, Consumer Court, Court Marriage, Domestic Violence, Family",,8,https://lawrato.com/lawyers/pune?&page=8
1695237011-152,https://lawrato.com/lawyers/pune?&page=,Advocate Chirag Chavan,https://lawrato.com/advocate-chirag-chavan,Advocate Chirag Chavan,15 years,"Shivaji Nagar, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Court Marriage, Divorce, Documentation, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate",,8,https://lawrato.com/lawyers/pune?&page=8
1695237014-153,https://lawrato.com/lawyers/pune?&page=,Advocate Gulshan Johar,https://lawrato.com/advocate-gulshan-johar,Advocate Gulshan Johar,54 years,"Shivajinagar, Pune","English, Hindi, Marathi, Punjabi","Anticipatory Bail, Cheque Bounce, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Landlord/Tenant, NCLT, Property, RERA, Succession Certificate",,8,https://lawrato.com/lawyers/pune?&page=8
1695237020-154,https://lawrato.com/lawyers/pune?&page=,Advocate Sagar Narayan Potdar,https://lawrato.com/advocate-sagar-narayan-potdar,Advocate Sagar Narayan Potdar,24 years,"Karvenagar, Pune","English, Hindi, Marathi","Banking / Finance, Child Custody, Civil, Court Marriage, Divorce, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate",,7,https://lawrato.com/lawyers/pune?&page=7
1695237023-155,https://lawrato.com/lawyers/pune?&page=,Advocate Satish Mishra,https://lawrato.com/advocate-satish-mishra5161,Advocate Satish Mishra,43 years,"Lullanagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Criminal, Divorce, Domestic Violence, High Court, Medical Negligence, Motor Accident, Recovery",,7,https://lawrato.com/lawyers/pune?&page=7
1695237026-156,https://lawrato.com/lawyers/pune?&page=,Advocate Vaibhav Jathar,https://lawrato.com/advocate-vaibhav-jathar,Advocate Vaibhav Jathar,18 years,"District Court - Shivaji Nagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,7,https://lawrato.com/lawyers/pune?&page=7
