web-scraper-order,web-scraper-start-url,links,links-href,Name,Experience,Location,Languages,Practice_Areas,Courts,Pages,Pages-href
1695237029-157,https://lawrato.com/lawyers/pune?&page=,Advocate Vasundhara Patil,https://lawrato.com/advocate-vasundhara-patil,Advocate Vasundhara Patil,35 years,"Balewadi, Pune","English, Hindi, Kannada, Marathi","Child Custody, Civil, Court Marriage, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,7,https://lawrato.com/lawyers/pune?&page=7
1695237032-158,https://lawrato.com/lawyers/pune?&page=,Advocate Kriti Deshpande,https://lawrato.com/advocate-kriti-deshpande,Advocate Kriti Deshpande,13 years,"Warje, Pune","English, Hindi, Marathi","Arbitration, Consumer Court, Documentation, High Court, Patent, Startup, Trademark & Copyright",,7,https://lawrato.com/lawyers/pune?&page=7
1695237035-159,https://lawrato.com/lawyers/pune?&page=,Advocate Ashwini Ajinkya Kulkarni,https://lawrato.com/advocate-ashwini-ajinkya-kulkarni,Advocate Ashwini Ajinkya Kulkarni,19 years,"Parvati Payatha, Pune","English, Hindi","Child Custody, Civil, Court Marriage, Divorce, Domestic Violence, Family, High Court",,7,https://lawrato.com/lawyers/pune?&page=7
1695237038-160,https://lawrato.com/lawyers/pune?&page=,Advocate Abhijeet Murari Birajdar,https://lawrato.com/advocate-abhijeet-murari-birajdar,Advocate Abhijeet Murari Birajdar,12 years,"Shivaji Nagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Criminal, High Court",,7,https://lawrato.com/lawyers/pune?&page=7
1695237041-161,https://lawrato.com/lawyers/pune?&page=,Advocate Pravin Shinde,https://lawrato.com/advocate-pravin-shinde,Advocate Pravin Shinde,15 years,"Haveli, Pune","English, Hindi","Anticipatory Bail, Civil, Criminal, High Court",,7,https://lawrato.com/lawyers/pune?&page=7
1695237044-162,https://lawrato.com/lawyers/pune?&page=,Advocate Rupesh Gadekar,https://lawrato.com/advocate-rupesh-gadekar,Advocate Rupesh Gadekar,13 years,"Dhayari, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Documentation, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,7,https://lawrato.com/lawyers/pune?&page=7
1695237047-163,https://lawrato.com/lawyers/pune?&page=,Advocate Ashutosh Mohan Kulkarni,https://lawrato.com/advocate-ashutosh-mohan-kulkarni,Advocate Ashutosh Mohan Kulkarni,19 years,"Karve Nagar, Pune","English, Hindi, Marathi","Arbitration, Civil, Documentation, High Court, NCLT, Property, RERA, Succession Certificate",,7,https://lawrato.com/lawyers/pune?&page=7
1695237050-164,https://lawrato.com/lawyers/pune?&page=,Advocate Susmita Jagtap,https://lawrato.com/advocate-susmita-jagtap,Advocate Susmita Jagtap,24 years,"Gokhale Nagar, Pune","English, Hindi, Marathi","Child Custody, Court Marriage, Divorce, Domestic Violence, Family, High Court, Succession Certificate",,7,https://lawrato.com/lawyers/pune?&page=7
1695237053-165,https://lawrato.com/lawyers/pune?&page=,Advocate Madhavi Khare,https://lawrato.com/advocate-madhavi-khare,Advocate Madhavi Khare,33 years,"Prabhat Road, Pune","English, Hindi, Marathi","Court Marriage, Divorce, Documentation, Domestic Violence, Family, High Court",,7,https://lawrato.com/lawyers/pune?&page=7
1695237056-166,https://lawrato.com/lawyers/pune?&page=,Advocate Sanjeev Ramchandra Dudhat,https://lawrato.com/advocate-sanjeev-ramchandra-dudhat,Advocate Sanjeev Ramchandra Dudhat,35 years,"Pimpri, Pune","English, Marathi","Arbitration, Civil, Court Marriage, Divorce, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate",,7,https://lawrato.com/lawyers/pune?&page=7
1695237062-167,https://lawrato.com/lawyers/pune?&page=,Advocate Kedar Ramakant Kulkarni,https://lawrato.com/advocate-kedar-ramakant-kulkarni,Advocate Kedar Ramakant Kulkarni,16 years,"Rahatani, Pune","English, Hindi","Cheque Bounce, Consumer Court, Court Marriage, Documentation, Domestic Violence, Family, Landlord/Tenant",,6,https://lawrato.com/lawyers/pune?&page=6
1695237065-168,https://lawrato.com/lawyers/pune?&page=,Advocate Shweta Shital Chavan,https://lawrato.com/advocate-shweta-shital-chavan,Advocate Shweta Shital Chavan,15 years,"Pimple Gurav, Pune","English, Hindi, Marathi","Child Custody, Civil, Court Marriage, Divorce, Documentation, Domestic Violence, Family, High Court",,5,https://lawrato.com/lawyers/pune?&page=5
1695237068-169,https://lawrato.com/lawyers/pune?&page=,Advocate Pradeep Gudhate,https://lawrato.com/advocate-pradeep-gudhate,Advocate Pradeep Gudhate,30 years,"Dattawadi, Pune","English, Hindi, Marathi","Banking / Finance, Cheque Bounce, Civil, Consumer Court, Court Marriage, Divorce, Domestic Violence, Family, NCLT, Property, Recovery, RERA, Succession Certificate",,5,https://lawrato.com/lawyers/pune?&page=5
1695237071-170,https://lawrato.com/lawyers/pune?&page=,Advocate Kapil Gundawar,https://lawrato.com/advocate-kapil-gundawar,Advocate Kapil Gundawar,12 years,"Shivaji Nagar, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Documentation, NCLT, Property, Recovery, RERA, Succession Certificate",,5,https://lawrato.com/lawyers/pune?&page=5
1695237074-171,https://lawrato.com/lawyers/pune?&page=,Advocate Manjusha Pradeep Gudhate,https://lawrato.com/advocate-manjusha-pradeep-gudhate,Advocate Manjusha Pradeep Gudhate,28 years,"Dattawadi, Pune","English, Hindi, Marathi","Banking / Finance, Cheque Bounce, Child Custody, Civil, Consumer Court, Court Marriage, Divorce, Domestic Violence, Family, NCLT, Property, Recovery, RERA, Succession Certificate",,5,https://lawrato.com/lawyers/pune?&page=5
1695237077-172,https://lawrato.com/lawyers/pune?&page=,Advocate Sadanand Suresh Kulkarni,https://lawrato.com/advocate-sadanand,Advocate Sadanand Suresh Kulkarni,26 years,"Sinhagad Road, Pune","English, Hindi, Marathi","Arbitration, Child Custody, Civil, Court Marriage, Divorce, Domestic Violence, Family",,5,https://lawrato.com/lawyers/pune?&page=5
1695237080-173,https://lawrato.com/lawyers/pune?&page=,Advocate Rajas Pingle,https://lawrato.com/advocate-rajas-pingle,Advocate Rajas Pingle,12 years,"Sadashiv Peth, Pune","English, Hindi, Marathi","Cyber Crime, High Court, International Law",,5,https://lawrato.com/lawyers/pune?&page=5
1695237083-174,https://lawrato.com/lawyers/pune?&page=,Advocate Utpal,https://lawrato.com/advocate-utpal,Advocate Utpal,14 years,"Budhwar Peth, Pune","English, Hindi, Marathi","Banking / Finance, Cheque Bounce, Civil, Court Marriage, Documentation, Domestic Violence, Family, High Court, Recovery",,5,https://lawrato.com/lawyers/pune?&page=5
1695237086-175,https://lawrato.com/lawyers/pune?&page=,Advocate Nitin Ghodke,https://lawrato.com/advocate-nitin-ghodke,Advocate Nitin Ghodke,12 years,"Mohan Nagar Chinchwad, Pune","English, Hindi, Maithili","Anticipatory Bail, Cheque Bounce, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Wills / Trusts",,5,https://lawrato.com/lawyers/pune?&page=5
1695237089-176,https://lawrato.com/lawyers/pune?&page=,Advocate Varun Vinod Sutawane,https://lawrato.com/advocate-varun-vinod-sutawane,Advocate Varun Vinod Sutawane,14 years,"District & Sessions Court, Pune","English, Hindi, Marathi","Arbitration, Civil, Court Marriage, Family, Property, Trademark & Copyright",,5,https://lawrato.com/lawyers/pune?&page=5
1695237092-177,https://lawrato.com/lawyers/pune?&page=,Advocate Yogen Kakade,https://lawrato.com/advocate-yogen-kakade,Advocate Yogen Kakade,24 years,"Baner, Pune","English, Hindi, Marathi","Anticipatory Bail, Bankruptcy / Insolvency, Breach of Contract, Corporate, Criminal, Documentation, International Law, Media and Entertainment, NCLT, Property, RERA, Succession Certificate",,5,https://lawrato.com/lawyers/pune?&page=5
1695237095-178,https://lawrato.com/lawyers/pune?&page=,Advocate Akshada Thakare Gudadhe,https://lawrato.com/advocate-akshada-thakare-gudadhe,Advocate Akshada Thakare Gudadhe,14 years,"Shivajinagar, Pune","English, Hindi, Marathi","Bankruptcy / Insolvency, Breach of Contract, Corporate, Customs & Central Excise, Cyber Crime, High Court, Insurance, International Law, Media and Entertainment, Medical Negligence, Patent, Startup, Tax, Trademark & Copyright",,5,https://lawrato.com/lawyers/pune?&page=5
1695237098-179,https://lawrato.com/lawyers/pune?&page=,Advocate Ajinkya Ashok Dhende,https://lawrato.com/advocate-ajinkya-ashok-dhende,Advocate Ajinkya Ashok Dhende,12 years,"Gokhalenagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Insurance, Landlord/Tenant",,5,https://lawrato.com/lawyers/pune?&page=5
1695237101-180,https://lawrato.com/lawyers/pune?&page=,Advocate Akshay Patni,https://lawrato.com/advocate-akshay-patni,Advocate Akshay Patni,13 years,"JM Road, Pune","English, Gujarati, Hindi, Marathi","Anticipatory Bail, Arbitration, Bankruptcy / Insolvency, Breach of Contract, Corporate, Court Marriage, Criminal, Documentation, Domestic Violence, Family, High Court, Media and Entertainment, NCLT, Property, RERA, Succession Certificate",,5,https://lawrato.com/lawyers/pune?&page=5
1695237104-181,https://lawrato.com/lawyers/pune?&page=,Advocate Vibhuti Rohidas Borhade,https://lawrato.com/advocate-vibhuti-rohidas-borhade,Advocate Vibhuti Rohidas Borhade,16 years,"Hadapsar, Pune","English, Hindi, Marathi","High Court, NCLT, Property, RERA, Succession Certificate",,5,https://lawrato.com/lawyers/pune?&page=5
1695237107-182,https://lawrato.com/lawyers/pune?&page=,Advocate Balkrishna Ashtekar,https://lawrato.com/advocate-balkrishna-ashtekar,Advocate Balkrishna Ashtekar,18 years,"Hadapsar, Pune","English, Hindi, Marathi","Anticipatory Bail, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate",,5,https://lawrato.com/lawyers/pune?&page=5
1695237110-183,https://lawrato.com/lawyers/pune?&page=,Advocate Shrikant Laxman Tambe,https://lawrato.com/advocate-shrikant-laxman-tambe,Advocate Shrikant Laxman Tambe,17 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Banking / Finance, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Insurance",,5,https://lawrato.com/lawyers/pune?&page=5
1695237113-184,https://lawrato.com/lawyers/pune?&page=,Advocate Aman Goel,https://lawrato.com/advocate-aman-goel,Advocate Aman Goel,9 years,"Shivaji Nagar, Pune","English, Hindi, Marathi","Cheque Bounce, Child Custody, Court Marriage, Divorce, Documentation, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate",,5,https://lawrato.com/lawyers/pune?&page=5
1695237116-185,https://lawrato.com/lawyers/pune?&page=,Advocate Nilesh Gaikwad,https://lawrato.com/advocate-nilesh-gaikwad,Advocate Nilesh Gaikwad,11 years,"Hinjewadi, Pune","English, Hindi, Marathi","Civil, Court Marriage, Divorce, Domestic Violence, Family, Labour & Service, NCLT, Property, Recovery, RERA, Succession Certificate",,5,https://lawrato.com/lawyers/pune?&page=5
1695237119-186,https://lawrato.com/lawyers/pune?&page=,Advocate Amol Bhujbal Balasaheb,https://lawrato.com/advocate-amol-bhujbal-balasaheb,Advocate Amol Bhujbal Balasaheb,8 years,"Mulshi, Pune","English, Hindi, Marathi","Child Custody, Civil, Court Marriage, Divorce, Domestic Violence, Family, GST, Tax",,5,https://lawrato.com/lawyers/pune?&page=5
1695237122-187,https://lawrato.com/lawyers/pune?&page=,Advocate Namita Kanhurkar,https://lawrato.com/advocate-namita-kanhurkar,Advocate Namita Kanhurkar,15 years,"Shivajinagar, Pune","English, Marathi","Anticipatory Bail, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Motor Accident",,5,https://lawrato.com/lawyers/pune?&page=5
1695237128-188,https://lawrato.com/lawyers/pune?&page=,Advocate Aashutosh Srivastava,https://lawrato.com/advocate-aashutosh-srivastava,Advocate Aashutosh Srivastava,17 years,"Moledena Road, Camp, Pune","English, Hindi, Marathi","Anticipatory Bail, Bankruptcy / Insolvency, Breach of Contract, Corporate, Criminal, Divorce, Domestic Violence, High Court, Media and Entertainment, Medical Negligence, NCLT, Property, RERA, Succession Certificate",,4,https://lawrato.com/lawyers/pune?&page=4
1695237131-189,https://lawrato.com/lawyers/pune?&page=,Advocate KB Patil,https://lawrato.com/advocate-kb-patil,Advocate KB Patil,11 years,"Lohegaon, Pune","English, Hindi, Kannada, Konkani, Marathi","Cheque Bounce, Civil, Consumer Court, Divorce, Domestic Violence, High Court, NCLT, Patent, Property, RERA, Succession Certificate, Trademark & Copyright",,4,https://lawrato.com/lawyers/pune?&page=4
1695237134-190,https://lawrato.com/lawyers/pune?&page=,Advocate Bharat Pandirao Pawar,https://lawrato.com/advocate-bharat-pandirao-pawar,Advocate Bharat Pandirao Pawar,13 years,"Vishrantwandi, Pune","English, Hindi, Marathi, Sanskrit, Urdu","Bankruptcy / Insolvency, Breach of Contract, Child Custody, Civil, Corporate, Court Marriage, Divorce, Domestic Violence, Family, High Court, Media and Entertainment, NCLT, Property, RERA, Succession Certificate",,4,https://lawrato.com/lawyers/pune?&page=4
1695237137-191,https://lawrato.com/lawyers/pune?&page=,Advocate Mahesh Ravi Iyer,https://lawrato.com/advocate-mahesh-iyer,Advocate Mahesh Ravi Iyer,15 years,"East Street, Pune","English, Hindi, Marathi, Tamil","Cheque Bounce, Civil, Court Marriage, Divorce, Domestic Violence, Family, High Court, NCLT, Property, Recovery, RERA, Succession Certificate",,4,https://lawrato.com/lawyers/pune?&page=4
1695237140-192,https://lawrato.com/lawyers/pune?&page=,Advocate Vijaykumar Bhujangrao Dhakane,https://lawrato.com/advocate-vijaykumar-bhujangrao-dhakane,Advocate Vijaykumar Bhujangrao Dhakane,19 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Arbitration, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court",,4,https://lawrato.com/lawyers/pune?&page=4
1695237143-193,https://lawrato.com/lawyers/pune?&page=,Advocate Kalyan Narayan Shinde,https://lawrato.com/advocate-kalyan-shinde,Advocate Kalyan Narayan Shinde,15 years,"Ambegaon Budruk, Pune","English, Hindi, Marathi",Documentation,,4,https://lawrato.com/lawyers/pune?&page=4
1695237146-194,https://lawrato.com/lawyers/pune?&page=,Advocate Kavita Kulkarni,https://lawrato.com/advocate-kavita-kulkarni,Advocate Kavita Kulkarni,40 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,4,https://lawrato.com/lawyers/pune?&page=4
1695237149-195,https://lawrato.com/lawyers/pune?&page=,Advocate Mufaddal Readycash,https://lawrato.com/advocate-mufaddal-readycash,Advocate Mufaddal Readycash,6 years,"Khadki Bazaar, Pune","English, Gujarati, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Divorce, Domestic Violence, High Court, Landlord/Tenant, Motor Accident",,4,https://lawrato.com/lawyers/pune?&page=4
1695237152-196,https://lawrato.com/lawyers/pune?&page=,Advocate Amita Ashok Sawant,https://lawrato.com/advocate-amita-ashok-sawant,Advocate Amita Ashok Sawant,8 years,"Pimpri, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Criminal, Documentation, High Court, Motor Accident",,4,https://lawrato.com/lawyers/pune?&page=4
1695237155-197,https://lawrato.com/lawyers/pune?&page=,Advocate Aher Yogesh Mohan,https://lawrato.com/advocate-aher-yogesh-mohan,Advocate Aher Yogesh Mohan,8 years,"Khadki, Pune","English, Hindi, Marathi","Arbitration, Bankruptcy / Insolvency, Breach of Contract, Child Custody, Civil, Consumer Court, Corporate, Court Marriage, Divorce, Domestic Violence, Family, Media and Entertainment",,4,https://lawrato.com/lawyers/pune?&page=4
1695237158-198,https://lawrato.com/lawyers/pune?&page=,Advocate Rohan Rathod,https://lawrato.com/advocate-rohan-rathod,Advocate Rohan Rathod,9 years,"Shivajinagar Gaothan, Pune","English, Hindi, Marathi","Breach of Contract, Cheque Bounce, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Family, High Court, Motor Accident, Recovery, Startup",,4,https://lawrato.com/lawyers/pune?&page=4
1695237161-199,https://lawrato.com/lawyers/pune?&page=,Advocate Pravin Dnyaneshwar Pasalkar,https://lawrato.com/advocate-pravin-dnyaneshwar-pasalkar,Advocate Pravin Dnyaneshwar Pasalkar,7 years,"Karvenagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family",,4,https://lawrato.com/lawyers/pune?&page=4
1695237164-200,https://lawrato.com/lawyers/pune?&page=,Advocate Sumit Bhagat,https://lawrato.com/advocate-sumit-bhagat,Advocate Sumit Bhagat,8 years,"Hadapsar, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Court Marriage, Documentation, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate",,4,https://lawrato.com/lawyers/pune?&page=4
1695237167-201,https://lawrato.com/lawyers/pune?&page=,Advocate Siddharth Rajendra Gaikwad,https://lawrato.com/advocate-siddharth-rajendra-gaikwad,Advocate Siddharth Rajendra Gaikwad,9 years,"Ganga Dham, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family",,4,https://lawrato.com/lawyers/pune?&page=4
1695237170-202,https://lawrato.com/lawyers/pune?&page=,Advocate Vedika Chhabria,https://lawrato.com/advocate-rakhi-sajnani,Advocate Vedika Chhabria,7 years,"Kharadi, Pune","English, Hindi, Marathi","Child Custody, Court Marriage, Divorce, Domestic Violence, Family",,4,https://lawrato.com/lawyers/pune?&page=4
1695237173-203,https://lawrato.com/lawyers/pune?&page=,Advocate Rupali Awati,https://lawrato.com/advocate-rupali-awati,Advocate Rupali Awati,9 years,"Shikshaknagar, Pune","English, Hindi, Marathi","Cheque Bounce, Consumer Court, Court Marriage, Divorce, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate, Wills / Trusts",,4,https://lawrato.com/lawyers/pune?&page=4
1695237176-204,https://lawrato.com/lawyers/pune?&page=,Advocate Alim Husen Patel,https://lawrato.com/advocate-alim-husen-patel,Advocate Alim Husen Patel,9 years,"Shivajinagar, Pune","English, Hindi, Marathi","Arbitration, Banking / Finance, Civil, Consumer Court, High Court, Medical Negligence, Muslim Law",,4,https://lawrato.com/lawyers/pune?&page=4
1695237179-205,https://lawrato.com/lawyers/pune?&page=,Advocate Shantanu Bhagwat,https://lawrato.com/advocate-shantanu-bhagwat,Advocate Shantanu Bhagwat,7 years,"Karve Road, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Court Marriage, Divorce, Domestic Violence, Family",,4,https://lawrato.com/lawyers/pune?&page=4
1695237182-206,https://lawrato.com/lawyers/pune?&page=,Advocate Iqbal Ahmed Mahimood Shaikh,https://lawrato.com/advocate-iqbal-ahmed-mahimood-shaikh,Advocate Iqbal Ahmed Mahimood Shaikh,14 years,"Kondhwa Budruk, Pune","English, Hindi, Marathi, Urdu","Civil, Consumer Court, High Court, Landlord/Tenant, NCLT, Patent, Property, RERA, Succession Certificate, Trademark & Copyright, Wills / Trusts",,4,https://lawrato.com/lawyers/pune?&page=4
1695237185-207,https://lawrato.com/lawyers/pune?&page=,Advocate Uday Madhukarrao Chavan,https://lawrato.com/advocate-uday-madhukarrao-chavan,Advocate Uday Madhukarrao Chavan,20 years,"Budhwar Peth, Pune","English, Gujarati, Hindi, Konkani, Marathi","Cheque Bounce, Civil, Consumer Court, Court Marriage, Divorce, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate",,4,https://lawrato.com/lawyers/pune?&page=4
1695237191-208,https://lawrato.com/lawyers/pune?&page=,Advocate Mehboob Shaikh,https://lawrato.com/advocate-mehboob-shaikh,Advocate Mehboob Shaikh,10 years,"Kingsway Bk, Pune","English, Hindi, Marathi, Urdu","Anticipatory Bail, Cheque Bounce, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Motor Accident, Muslim Law",,3,https://lawrato.com/lawyers/pune?&page=3
1695237194-209,https://lawrato.com/lawyers/pune?&page=,Advocate Manoj Parve,https://lawrato.com/advocate-manoj-parve,Advocate Manoj Parve,16 years,"Sadashiv Peth, Pune","English, Hindi, Marathi","Anticipatory Bail, Breach of Contract, Cheque Bounce, Corporate, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Medical Negligence, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3
1695237197-210,https://lawrato.com/lawyers/pune?&page=,Advocate Prasad Ramachandra Raut,https://lawrato.com/advocate-prasad-ramachandra-raut,Advocate Prasad Ramachandra Raut,14 years,"Somwar Peth, Pune","English, Marathi","Arbitration, Bankruptcy / Insolvency, Breach of Contract, Cheque Bounce, Civil, Divorce, Insurance, Motor Accident, RERA, Startup",,3,https://lawrato.com/lawyers/pune?&page=3
1695237200-211,https://lawrato.com/lawyers/pune?&page=,Advocate Surekha Gondhale,https://lawrato.com/advocate-surekha-gondhale,Advocate Surekha Gondhale,14 years,"Viman Nagar, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Court Marriage, Divorce, Documentation, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3
1695237203-212,https://lawrato.com/lawyers/pune?&page=,Advocate Harshavardhan Bhende,https://lawrato.com/advocate-harshavardhan-bhende,Advocate Harshavardhan Bhende,11 years,"Aundh, Pune, Pune","English, Hindi, Marathi","Arbitration, Banking / Finance, Breach of Contract, Cheque Bounce, Civil, Divorce, Domestic Violence, High Court, Labour & Service, NCLT, Startup",,3,https://lawrato.com/lawyers/pune?&page=3
1695237206-213,https://lawrato.com/lawyers/pune?&page=,Advocate Ganesh Alandikar,https://lawrato.com/advocate-ganesh-alandikar,Advocate Ganesh Alandikar,15 years,"Baramati, Pune","English, Hindi, Marathi","Civil, Divorce, Domestic Violence, Labour & Service, Motor Accident, NCLT, Property, RERA, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3
1695237209-214,https://lawrato.com/lawyers/pune?&page=,Advocate Vandana Madan Deogaonkar,https://lawrato.com/advocate-vandana-madan-deogaonkar,Advocate Vandana Madan Deogaonkar,13 years,"Shivajinagar District Court, Pune","English, Hindi, Marathi","Cheque Bounce, Child Custody, Civil, Court Marriage, Documentation, Domestic Violence, Family, Landlord/Tenant",,3,https://lawrato.com/lawyers/pune?&page=3
1695237212-215,https://lawrato.com/lawyers/pune?&page=,Advocate Vidyadhar Apte,https://lawrato.com/advocate-vidyadhar-apte,Advocate Vidyadhar Apte,18 years,"312 Shaniwar Peth, Pune","English, Hindi, Marathi","Consumer Court, Customs & Central Excise, Cyber Crime, GST, High Court, Tax",,3,https://lawrato.com/lawyers/pune?&page=3
1695237215-216,https://lawrato.com/lawyers/pune?&page=,Advocate Ruhi Ahire Shukla,https://lawrato.com/advocate-ruhi-ahire-shukla,Advocate Ruhi Ahire Shukla,12 years,"Shivajinagar, Pune","English, Hindi, Marathi","Bankruptcy / Insolvency, Breach of Contract, Cheque Bounce, Child Custody, Civil, Consumer Court, Corporate, Court Marriage, Divorce, Documentation, Domestic Violence, Family, High Court, Labour & Service, Landlord/Tenant, Media and Entertainment, Medical Negligence, NCLT, Property, Recovery, RERA, Startup, Succession Certificate, Wills / Trusts",,3,https://lawrato.com/lawyers/pune?&page=3
1695237218-217,https://lawrato.com/lawyers/pune?&page=,Advocate Gopal Prabhakar Nagre,https://lawrato.com/advocate-gopal-prabhakar-nagre,Advocate Gopal Prabhakar Nagre,12 years,"Shivajinagar, Pune","English, Hindi, Marathi","Civil, Criminal, Divorce, Documentation, Property",,3,https://lawrato.com/lawyers/pune?&page=3
1695237221-218,https://lawrato.com/lawyers/pune?&page=,Advocate Vishakha R Patnaik,https://lawrato.com/advocate-vishakha-r-patnaik,Advocate Vishakha R Patnaik,14 years,"Wakad, Pune","English, Hindi, Marathi","Child Custody, Court Marriage, Divorce, Documentation, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3
1695237224-219,https://lawrato.com/lawyers/pune?&page=,Advocate Damodar Pote,https://lawrato.com/advocate-damodar-pote,Advocate Damodar Pote,16 years,"Narayan Peth, Pune","English, Hindi, Marathi","Banking / Finance, Cheque Bounce, Civil, Consumer Court, Documentation, NCLT, Property, RERA, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3
1695237227-220,https://lawrato.com/lawyers/pune?&page=,Advocate Priyanka Matlane,https://lawrato.com/advocate-priyanka-matlane,Advocate Priyanka Matlane,10 years,"Old Sangvi, Pune","English, Hindi, Marathi","Anticipatory Bail, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Labour & Service",,3,https://lawrato.com/lawyers/pune?&page=3
1695237230-221,https://lawrato.com/lawyers/pune?&page=,Advocate Sachin Ghalsasi Prakash,https://lawrato.com/advocate-sachin-ghalsasi-prakash,Advocate Sachin Ghalsasi Prakash,20 years,"Keshav Nagar, Pune","English, Hindi, Marathi","Civil, Consumer Court, Court Marriage, Divorce, Domestic Violence, Family, High Court, Motor Accident",,3,https://lawrato.com/lawyers/pune?&page=3
1695237233-222,https://lawrato.com/lawyers/pune?&page=,Advocate Sachin Vasant Pani,https://lawrato.com/advocate-sachin-vasant-pani,Advocate Sachin Vasant Pani,20 years,"Keshav Nagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Criminal, Cyber Crime, GST, High Court, Patent, Tax, Trademark & Copyright",,3,https://lawrato.com/lawyers/pune?&page=3
1695237236-223,https://lawrato.com/lawyers/pune?&page=,Advocate S. J Parshe,https://lawrato.com/advocate-s-j-parshe,Advocate S. J Parshe,19 years,"Hadapsar, Pune","English, Hindi, Marathi",Consumer Court,,3,https://lawrato.com/lawyers/pune?&page=3
1695237239-224,https://lawrato.com/lawyers/pune?&page=,Advocate Raunak Rane,https://lawrato.com/advocate-raunak-rane,Advocate Raunak Rane,11 years,"District Court, Pune","English, Hindi, Marathi","Civil, Court Marriage, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Startup, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3
1695237242-225,https://lawrato.com/lawyers/pune?&page=,Advocate Vrushali Gulwadi,https://lawrato.com/advocate-vrushali-gulwadi,Advocate Vrushali Gulwadi,11 years,"Erandwane, Pune","English, Hindi, Marathi","Arbitration, Corporate, Documentation, High Court, Startup",,3,https://lawrato.com/lawyers/pune?&page=3
1695237245-226,https://lawrato.com/lawyers/pune?&page=,Advocate Sachin V Prayag,https://lawrato.com/advocate-sachin-v-prayag,Advocate Sachin V Prayag,23 years,"Chikhali, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Divorce, Documentation, Domestic Violence, High Court, NCLT, Property, RERA, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3
1695237248-227,https://lawrato.com/lawyers/pune?&page=,Advocate Amruta Mehendale,https://lawrato.com/advocate-amruta-mehendale,Advocate Amruta Mehendale,15 years,"Shaniwar Peth, Pune","English, Hindi","Cheque Bounce, Civil, Consumer Court, Court Marriage, Domestic Violence, Family, NCLT, Property, Recovery, RERA, Succession Certificate",,3,https://lawrato.com/lawyers/pune?&page=3
